county_name,reg_voters,likely_dems,likely_repubs,dnc_precinct_id,van_precinct_id,van_precinct_name
Collin,0,0,0,79603,,
Collin,0,0,0,79828,,
Collin,3,0,0,81001,,
Collin,2,0,0,81101,,
Collin,4,0,0,81718,,
Collin,0,0,0,81921,,
Collin,1,0,0,83152,,
Collin,0,0,0,84579,,
Collin,0,0,0,85281,,
Collin,0,0,0,85936,,
Collin,1,0,0,87319,,
Collin,0,0,0,87933,,
Collin,1,0,0,91177,,
Collin,0,0,0,91279,,
Collin,5,0,0,91284,,
Collin,0,0,0,92556,,
Collin,0,0,0,92564,,
Collin,1,0,0,92642,,
Collin,1,0,0,93994,,
Collin,319,20,239,941809,1708818,0162
Collin,768,137,397,941810,1708819,0180
Collin,2282,426,1329,941811,1708820,0181
Collin,122,7,90,941812,1708821,0183
Collin,54,13,28,941813,1708822,0185
Collin,152,8,119,941814,1708823,0186
Collin,631,56,469,941815,1708824,0187
Collin,961,80,678,941816,1708826,0189
Collin,107,11,69,941817,1708827,0190
Collin,630,52,397,941818,1708828,0191
Collin,2617,304,1736,941819,1708829,0192
Collin,1233,134,860,941820,1708830,0193
Collin,1010,105,682,941821,1708832,0195
Collin,2087,577,989,941822,1708833,0196
Collin,1527,665,363,941823,1708834,0197
Collin,139,15,93,941824,1708835,0198
Collin,2406,335,1693,941825,1708836,0199
Collin,0,0,0,94934,,
Collin,77,6,54,950019,1708825,0188
Collin,43,3,27,950020,1708831,0194
Collin,0,0,0,95300,,
Collin,0,0,0,96153,,
Collin,0,0,0,97001,,
Collin,0,0,0,97394,,
Collin,2,0,0,98351,,
Collin,2,0,0,98663,,
Collin,0,0,0,99138,,
Collin,3557,664,2100,991448,1816402,0203
Collin,361,77,219,991449,1816403,0204
Collin,31,5,15,991450,1816404,0205
Collin,1938,413,1027,991451,1816405,0206
Collin,4376,1015,2381,991452,1816406,0207
Collin,2313,478,1439,991453,1816407,0208
Collin,893,288,451,991454,1816408,0209
Collin,0,0,0,99270,,
Collingsworth,60,0,0,,,
Collingsworth,1,0,0,125335,,
Collingsworth,1,0,0,148753,,
Collingsworth,2,0,0,353863,,
Collingsworth,0,0,0,360305,,
Collingsworth,1,0,0,379360,,
Collingsworth,578,53,277,596546,950400,0301
Collingsworth,91,3,61,598453,950401,0302
Collingsworth,20,0,0,608371,950398,0102
Collingsworth,769,43,476,610229,950397,0101
Collingsworth,568,46,267,620756,950399,0201
Collingsworth,138,6,88,622594,950403,0402
Collingsworth,506,36,248,622716,950402,0401
Collingsworth,0,0,0,84237,,
Collingsworth,72,5,36,941826,1708837,0202
Colorado,174,0,0,,,
Colorado,1,0,0,106737,,
Colorado,0,0,0,138400,,
Colorado,1,0,0,1829,,
Colorado,2,0,0,344208,,
Colorado,0,0,0,344298,,
Colorado,2,0,0,360033,,
Colorado,3,0,0,362285,,
Colorado,0,0,0,373800,,
Colorado,2,0,0,513589,951735,0024
Colorado,3302,562,1467,527539,950404,0101
Colorado,3752,1243,962,531438,950415,0402
Colorado,1,0,0,537341,951734,0023
Colorado,614,44,441,543552,950412,0304
Colorado,840,73,463,549218,950408,0202
Colorado,225,0,0,555531,950409,0301
Colorado,2,0,0,555532,949747,0025
Colorado,430,49,211,561277,950405,0102
Colorado,1418,102,983,561290,950410,0302
Colorado,1,0,0,56231,,
Colorado,651,140,250,563199,950414,0401
Colorado,1,0,0,563219,948936,0209
Colorado,707,48,509,567002,950411,0303
Colorado,6,0,0,578695,,
Colorado,0,0,0,59182,,
Colorado,0,0,0,594730,956402,0440
Colorado,0,0,0,596602,951714,0004
Colorado,1,0,0,600371,,
Colorado,2373,266,1320,608206,950413,0305
Colorado,4120,476,2217,610098,950407,0201
Colorado,864,107,479,610167,950406,0103
Colorado,0,0,0,74937,,
Colorado,0,0,0,75735,,
Colorado,2,0,0,76515,,
Colorado,0,0,0,76812,,
Colorado,1,0,0,82265,,
Comal,1801,0,0,,,
Comal,4,0,0,103258,,
Comal,2880,637,1532,1064910,1941596,0306
Comal,3084,475,2259,1064911,1941597,0407
Comal,2481,308,1879,1064935,1941594,0207
Comal,2273,332,1626,1064943,1941595,0208
Comal,1958,299,1470,1081487,2009601,0108
Comal,1,0,0,119786,,
Comal,3,0,0,120414,,
Comal,2,0,0,122839,,
Comal,2,0,0,125702,,
Comal,1,0,0,289197,,
Comal,3,0,0,289538,,
Comal,2,0,0,301550,,
Comal,2,0,0,313390,,
Comal,4,0,0,323707,,
Comal,3,0,0,331824,,
Comal,0,0,0,338284,,
Comal,1,0,0,362415,,
Comal,4,0,0,371516,,
Comal,0,0,0,379484,,
Comal,8,0,0,40996,,
Comal,5482,878,2522,495901,950416,0101
Comal,5357,629,2998,511577,950436,0404
Comal,1773,262,898,515616,950424,0202
Comal,1,0,0,517572,953914,0312
Comal,2,0,0,533397,949408,3103
Comal,0,0,0,533416,952215,0307
Comal,0,0,0,533640,948878,0003
Comal,1584,493,344,537320,950431,0303
Comal,0,0,0,537371,956799,0146
Comal,6857,1088,3416,537382,950423,0201
Comal,3,0,0,53967,,
Comal,7120,1070,3719,541352,950438,0406
Comal,1,0,0,541553,956403,0441
Comal,2,0,0,54192,,
Comal,7402,1450,3035,543344,950430,0302
Comal,0,0,0,543467,949654,0102
Comal,3800,645,2378,547230,950422,0107
Comal,6485,825,3767,549257,950434,0402
Comal,5871,791,3685,551157,950425,0203
Comal,7512,996,4780,551159,950435,0403
Comal,0,0,0,551207,,
Comal,1,0,0,551244,952216,0401
Comal,1,0,0,553227,952219,0404
Comal,3,0,0,555189,953209,0335
Comal,4959,614,3137,555211,950418,0103
Comal,1,0,0,555472,949661,0402
Comal,0,0,0,561279,956232,0148
Comal,0,0,0,561338,956351,0352
Comal,7320,2193,1946,563153,950429,0301
Comal,2,0,0,572819,953203,0315
Comal,3,0,0,574938,953882,03-3
Comal,1,0,0,576691,956291,0254
Comal,6906,1363,2705,578722,950432,0304
Comal,6051,681,3713,586564,950437,0405
Comal,1,0,0,594503,809795,Northfield High School
Comal,248,0,0,594690,,
Comal,0,0,0,594717,953182,0110
Comal,7526,1068,4644,596585,950428,0206
Comal,0,0,0,596628,952202,0205
Comal,6496,694,4156,598595,950421,0106
Comal,3,0,0,602431,949660,0401
Comal,5340,623,3057,606433,950426,0204
Comal,6174,690,3028,608246,950420,0105
Comal,3308,482,1635,608250,950433,0401
Comal,2,0,0,61918,,
Comal,3,0,0,620597,952218,0403
Comal,6854,1047,3893,622621,950427,0205
Comal,2984,317,1708,633141,950419,0104
Comal,3,0,0,633182,952217,0402
Comal,3,0,0,72783,,
Comal,0,0,0,79271,,
Comal,2,0,0,79883,,
Comal,2,0,0,81830,,
Comal,0,0,0,90746,,
Comal,4827,600,3212,941827,950417,0102
Comal,3890,761,2081,941828,1708838,0305
Comal,6,0,0,94200,,
Comal,1,0,0,98352,,
Comanche,191,0,0,,,
Comanche,0,0,0,105977,,
Comanche,0,0,0,18389,,
Comanche,1,0,0,285719,,
Comanche,3,0,0,289525,,
Comanche,1,0,0,301404,,
Comanche,0,0,0,301617,,
Comanche,2,0,0,301630,,
Comanche,3,0,0,315627,,
Comanche,0,0,0,323817,,
Comanche,2,0,0,325783,,
Comanche,2,0,0,329929,,
Comanche,1,0,0,350172,,
Comanche,0,0,0,353802,,
Comanche,1,0,0,360177,,
Comanche,1,0,0,371574,,
Comanche,241,11,114,484156,950449,0014
Comanche,62,0,0,517619,950453,0022
Comanche,15,0,0,527512,950452,0019
Comanche,303,18,181,533492,950447,0009
Comanche,16,0,0,533562,950441,0003
Comanche,6,0,0,533573,950446,0008
Comanche,120,10,70,537396,950442,0004
Comanche,0,0,0,541355,949911,0306
Comanche,136,3,92,549235,950451,0016
Comanche,2386,126,1383,570783,950439,0001
Comanche,3,0,0,570804,951665,0020
Comanche,906,27,429,576869,950450,0015
Comanche,1137,69,632,586590,950443,0005
Comanche,11,0,0,594670,950454,0027
Comanche,2442,154,1416,602345,950440,0002
Comanche,515,35,305,606349,950444,0006
Comanche,411,24,229,606359,950448,0013
Comanche,1,0,0,610196,951402,0005
Comanche,0,0,0,610277,951666,0021
Comanche,446,43,251,622535,950445,0007
Comanche,1,0,0,622655,949912,0307
Comanche,596,40,394,941829,1708839,0010
Comanche,711,66,472,941830,1708840,0011
Comanche,2663,247,1607,941831,1708841,0012
Concho,7,0,0,,,
Concho,0,0,0,106965,,
Concho,1,0,0,283815,,
Concho,0,0,0,297423,,
Concho,1,0,0,337982,,
Concho,0,0,0,346183,,
Concho,2,0,0,349904,,
Concho,2,0,0,350026,,
Concho,0,0,0,373548,,
Concho,601,25,387,523464,950455,0101
Concho,524,71,219,578577,950460,0306
Concho,1,0,0,582604,956134,0011
Concho,2,0,0,586604,954273,0103
Concho,465,35,232,594796,950462,0408
Concho,156,10,84,598466,950456,0102
Concho,193,21,92,598517,950458,0204
Concho,170,0,123,602363,950457,0203
Concho,162,2,96,606358,950461,0407
Concho,259,15,131,622524,950459,0205
Cooke,653,0,0,,,
Cooke,0,0,0,107209,,
Cooke,0,0,0,114315,,
Cooke,0,0,0,121620,,
Cooke,4,0,0,126555,,
Cooke,1,0,0,131600,,
Cooke,1,0,0,289365,,
Cooke,0,0,0,297328,,
Cooke,1,0,0,301402,,
Cooke,1,0,0,315692,,
Cooke,0,0,0,317745,,
Cooke,0,0,0,317959,,
Cooke,0,0,0,333982,,
Cooke,1,0,0,334128,,
Cooke,3,0,0,336279,,
Cooke,0,0,0,349966,,
Cooke,2,0,0,353965,,
Cooke,1,0,0,360243,,
Cooke,0,0,0,37267,,
Cooke,1,0,0,379240,,
Cooke,2,0,0,4073,,
Cooke,1,0,0,46450,,
Cooke,2430,133,1674,525505,950472,0010
Cooke,1052,62,720,531408,950474,0012
Cooke,1,0,0,533343,,
Cooke,1513,32,1133,533487,950481,0021
Cooke,2290,133,1446,533627,950469,0007
Cooke,369,16,253,541511,950476,0015
Cooke,706,46,198,543555,950464,0002
Cooke,0,0,0,54502,,
Cooke,540,57,169,551132,950483,0030
Cooke,560,15,409,563223,950477,0017
Cooke,1145,292,321,563298,950485,0034
Cooke,0,0,0,565091,951750,0018
Cooke,2760,175,1793,567052,950482,0022
Cooke,739,29,499,572940,950468,0006
Cooke,674,38,396,574765,950480,0020
Cooke,2,0,0,574773,952118,0025
Cooke,664,51,374,576809,950465,0003
Cooke,3597,236,2316,582500,950473,0011
Cooke,2409,258,1046,582512,950463,0001
Cooke,407,29,268,582626,950475,0014
Cooke,0,0,0,586669,952119,0026
Cooke,2344,80,1696,588574,950478,0018
Cooke,3,0,0,596632,952121,0028
Cooke,0,0,0,600418,951224,0105
Cooke,645,31,435,602401,950484,0033
Cooke,1,0,0,608217,956927,0008
Cooke,2,0,0,610247,951219,0100
Cooke,1,0,0,610274,952143,0054
Cooke,2043,96,1386,610282,950471,0009
Cooke,515,30,371,610329,950479,0019
Cooke,859,73,445,620629,950466,0004
Cooke,2473,203,1258,620659,950487,0037
Cooke,1339,67,887,620679,950470,0008
Cooke,1683,273,660,620711,950486,0035
Cooke,2033,227,995,620728,950467,0005
Cooke,0,0,0,72634,,
Cooke,0,0,0,74364,,
Cooke,1,0,0,76422,,
Cooke,1,0,0,85877,,
Cooke,799,82,422,941832,1708844,0026
Cooke,363,41,232,941833,1708845,0027
Cooke,130,18,87,941834,1708846,0028
Cooke,323,51,140,941835,1708847,0031
Cooke,1,0,0,950021,1708842,0024
Cooke,3,0,0,950022,1708843,0025
Coryell,1753,0,0,,,
Coryell,0,0,0,109290,,
Coryell,4,0,0,110827,,
Coryell,0,0,0,175694,,
Coryell,0,0,0,297279,,
Coryell,22,0,0,313653,,
Coryell,0,0,0,315742,,
Coryell,1,0,0,323840,,
Coryell,0,0,0,325798,,
Coryell,3,0,0,331780,,
Coryell,0,0,0,334162,,
Coryell,0,0,0,336054,,
Coryell,1,0,0,336331,,
Coryell,0,0,0,338088,,
Coryell,2,0,0,353948,,
Coryell,1,0,0,357903,,
Coryell,2,0,0,358051,,
Coryell,8,0,0,362198,,
Coryell,1,0,0,371599,,
Coryell,44,0,0,495934,950493,0116
Coryell,1,0,0,513553,952269,0023
Coryell,0,0,0,517579,949043,0403
Coryell,659,0,0,523531,950507,0418
Coryell,6,0,0,525481,954015,0005
Coryell,2,0,0,533481,,
Coryell,1,0,0,541620,949041,0401
Coryell,24,0,0,551139,950499,0312
Coryell,33,0,0,551160,950500,0314
Coryell,1,0,0,555257,949676,0008
Coryell,1,0,0,555268,954020,0010
Coryell,873,0,0,555357,950494,0117
Coryell,22,0,0,555403,950492,0111
Coryell,1992,0,0,561378,950497,0219
Coryell,55,0,0,565174,950496,0213
Coryell,78,0,0,566967,950501,0315
Coryell,6,0,0,567072,952267,0017
Coryell,1,0,0,570841,949682,0014
Coryell,33,0,0,574989,950491,0110
Coryell,6,0,0,57789,,
Coryell,770,0,0,578641,950503,0401
Coryell,279,0,0,582539,950495,0202
Coryell,5,0,0,582616,949012,0110
Coryell,14,0,0,586589,950506,0407
Coryell,1,0,0,586637,952260,0004
Coryell,1,0,0,588511,949034,0311
Coryell,21,0,0,588638,949047,0407
Coryell,34,0,0,588650,950505,0406
Coryell,0,0,0,594753,949022,0209
Coryell,1,0,0,596536,949042,0402
Coryell,23,0,0,596650,950489,0108
Coryell,13,0,0,596666,954011,0001
Coryell,1054,0,0,598442,950488,0105
Coryell,0,0,0,598461,954112,0105
Coryell,20,0,0,600358,950502,0320
Coryell,384,0,0,600447,950498,0303
Coryell,1,0,0,60678,,
Coryell,42,0,0,622520,950490,0109
Coryell,2,0,0,622571,949045,0405
Coryell,295,0,0,633181,950504,0404
Coryell,39,0,0,693589,1239884,0221
Coryell,47,0,0,699290,1239883,0122
Coryell,0,0,0,72095,,
Coryell,0,0,0,82949,,
Coryell,8461,1697,3775,941836,1708848,0101
Coryell,1702,69,1251,941837,1708849,0102
Coryell,502,30,312,941838,1708850,0103
Coryell,6842,1144,3039,941839,1708851,0104
Coryell,3064,212,1994,941840,1708852,0205
Coryell,6091,1145,1233,941841,1708853,0206
Coryell,5942,1161,2369,941842,1708854,0207
Coryell,5116,317,3502,941843,1708855,0308
Coryell,807,32,595,941844,1708856,0309
Coryell,994,73,684,941845,1708857,0310
Coryell,1793,489,181,941846,1708858,0311
Coryell,5611,973,2418,941847,1708859,0412
Coryell,3354,262,2139,941848,1708860,0413
Coryell,491,19,354,941849,1708861,0414
Coryell,319,19,232,941850,1708862,0415
Coryell,5140,962,1688,941851,1708863,0416
Cottle,7,0,0,,,
Cottle,1,0,0,108154,,
Cottle,0,0,0,120417,,
Cottle,1,0,0,315718,,
Cottle,370,80,115,492005,950511,0301
Cottle,397,28,180,517607,950510,0201
Cottle,391,51,130,572876,950512,0401
Cottle,1,0,0,574968,953930,0001
Cottle,0,0,0,582637,951756,0401
Cottle,18,0,0,588545,950509,0102
Cottle,426,44,207,620700,950508,0101
Cottle,0,0,0,8051,,
Crane,34,0,0,,,
Crane,1,0,0,121807,,
Crane,991,96,522,523476,950513,0001
Crane,851,114,348,565050,950516,0004
Crane,911,107,427,565126,950514,0002
Crane,863,155,317,598480,950515,0003
Crane,1,0,0,72784,,
Crane,3,0,0,94198,,
Crane,1,0,0,97392,,
Crockett,2,0,0,,,
Crockett,1,0,0,329787,,
Crockett,1,0,0,346168,,
Crockett,0,0,0,38725,,
Crockett,914,310,180,491989,950518,0002
Crockett,843,274,225,561310,950519,0003
Crockett,897,386,116,563144,950517,0001
Crockett,2,0,0,582620,956511,0032
Crockett,773,349,87,610319,950520,0004
Crockett,0,0,0,62240,,
Crosby,57,0,0,,,
Crosby,1,0,0,1010064,1892675,9999
Crosby,2,0,0,313413,,
Crosby,1,0,0,333956,,
Crosby,0,0,0,353850,,
Crosby,4,0,0,358131,,
Crosby,3,0,0,358166,,
Crosby,1166,219,305,533528,950521,0011
Crosby,1243,218,413,541606,950523,0039
Crosby,1,0,0,555417,954203,0041
Crosby,1455,219,521,610104,950524,0044
Crosby,1371,239,526,610307,950522,0027
Culberson,1,0,0,,,
Culberson,0,0,0,103371,,
Culberson,1,0,0,149302,,
Culberson,89,22,21,491924,950528,0003-3
Culberson,0,0,0,54853,,
Culberson,654,341,61,551134,950526,0002
Culberson,657,346,32,565026,950527,0004
Culberson,619,331,44,622491,950525,0001
Culberson,540,257,49,633107,950529,0003-5
Culberson,0,0,0,90197,,
Dallam,111,0,0,,,
Dallam,0,0,0,107887,,
Dallam,0,0,0,121172,,
Dallam,3,0,0,348633,,
Dallam,600,27,299,507654,950535,0006
Dallam,1,0,0,513587,953169,0202
Dallam,1219,58,657,537404,950537,0008
Dallam,38,0,27,541582,950532,0003
Dallam,894,75,417,549192,950536,0007
Dallam,2,0,0,576794,953167,0102
Dallam,60,0,38,578668,950533,0004
Dallam,562,29,321,582600,950530,0001
Dallam,108,3,73,586585,950531,0002
Dallam,1,0,0,60268,,
Dallam,60,3,29,608197,950534,0005
Dallam,1064,52,558,608358,950538,0009
Dallam,0,0,0,610348,953171,0401
Dallam,0,0,0,67353,,
Dallam,0,0,0,82440,,
Dallam,2,0,0,83674,,
Dallam,0,0,0,99173,,
Dallas,33791,0,0,,,
Dallas,0,0,0,103257,,
Dallas,2,0,0,1070347,1984319,9999
Dallas,6,1,4,1078784,2004764,3114
Dallas,78,0,0,266975,,
Dallas,0,0,0,287646,,
Dallas,2,0,0,297345,,
Dallas,1,0,0,309873,,
Dallas,0,0,0,317979,,
Dallas,414,0,0,484074,950635,1406
Dallas,0,0,0,484082,950281,0046
Dallas,6670,3635,1143,484104,950900,3313
Dallas,125,0,0,484118,950791,2240
Dallas,2250,947,330,484122,951114,4504
Dallas,3464,1067,906,484133,951147,4610
Dallas,2740,1176,535,484138,950655,1701
Dallas,4243,2175,546,484139,950676,1722
Dallas,11957,6347,1331,484142,950854,3008
Dallas,2374,989,586,484151,950868,3201
Dallas,2635,914,522,484185,951157,4620
Dallas,2,0,0,484200,955759,2488
Dallas,225,0,0,484208,950622,1232
Dallas,379,12,14,484212,950951,3406
Dallas,233,0,0,484216,950991,3539
Dallas,178,0,0,484223,950767,2215
Dallas,0,0,0,491903,955092,0007
Dallas,394,0,0,491921,950906,3319
Dallas,0,0,0,491927,955822,3200
Dallas,4265,1899,793,491928,951141,4604
Dallas,332,0,0,491936,950958,3506
Dallas,259,1,5,491939,950954,3501
Dallas,10,0,0,491951,950960,3508
Dallas,254,0,0,491959,950999,3547
Dallas,3,0,0,491961,955679,2180
Dallas,334,0,0,491990,950829,2328
Dallas,2485,1119,461,495943,950894,3306
Dallas,175,0,0,495950,950615,1225
Dallas,477,0,0,495988,950985,3533
Dallas,5,0,0,507650,951079,4414
Dallas,3686,1487,666,507651,951142,4605
Dallas,310,0,0,507655,951064,4208
Dallas,214,0,0,507657,950795,2244
Dallas,2476,480,1144,507660,950754,2202
Dallas,1564,1211,81,507662,951029,3620
Dallas,358,0,0,507672,950709,2106
Dallas,5159,1980,1302,511472,951138,4601
Dallas,367,0,0,511489,950826,2325
Dallas,3109,1438,496,511495,950654,1700
Dallas,202,0,0,511499,950602,1212
Dallas,5717,3346,730,511506,951113,4503
Dallas,3445,2335,145,511509,951015,3606
Dallas,345,0,0,511521,950983,3531
Dallas,233,0,0,511536,950987,3535
Dallas,1,0,0,511539,953142,0002
Dallas,794,414,119,511544,951019,3610
Dallas,1380,820,78,511549,950565,1126
Dallas,4765,2374,759,511555,951112,4502
Dallas,332,0,0,511561,950613,1223
Dallas,2102,722,478,511570,950890,3302
Dallas,4,0,0,511575,950290,0055
Dallas,937,428,162,511581,950952,3409
Dallas,233,0,0,511591,950723,2120
Dallas,428,0,0,511593,950746,2146
Dallas,0,0,0,511597,950882,3215
Dallas,405,0,0,513548,950619,1229
Dallas,332,56,3,513557,951054,4109
Dallas,3780,1740,732,513564,950656,1702
Dallas,3176,1429,669,513566,951137,4600
Dallas,0,0,0,513578,950024,0010
Dallas,1887,1365,73,513594,950848,3002
Dallas,121,0,0,515570,950881,3214
Dallas,2691,1498,254,515588,951168,4632
Dallas,23,0,0,515619,950628,1238
Dallas,171,0,0,517534,950788,2237
Dallas,283,0,0,517539,950696,1815
Dallas,2824,1365,390,517542,951144,4607
Dallas,2,0,0,517560,950750,2150
Dallas,255,0,0,517566,950692,1811
Dallas,310,0,0,517609,950819,2318
Dallas,132,0,0,517610,951095,4432
Dallas,759,384,80,517615,950947,3402
Dallas,5107,2662,660,517634,951145,4608
Dallas,76,0,0,517638,951007,3555
Dallas,132,0,0,523427,951077,4412
Dallas,0,0,0,523436,953855,0018
Dallas,105,0,0,523437,950955,3502
Dallas,12,0,0,523447,951035,3804
Dallas,237,0,0,523455,950714,2111
Dallas,0,0,0,523457,948991,0006
Dallas,3,0,0,523460,951193,4708
Dallas,130,0,0,523473,950843,2600
Dallas,209,0,0,523478,950691,1810
Dallas,114,0,0,523489,950701,1820
Dallas,801,0,0,523493,951177,4643
Dallas,223,0,0,523497,950605,1215
Dallas,322,0,0,523498,950939,3352
Dallas,2713,1056,478,523503,951148,4611
Dallas,2471,1190,227,523515,950857,3011
Dallas,433,0,0,525467,950948,3403
Dallas,224,0,0,525478,950583,1144
Dallas,3410,806,1202,525480,950802,2301
Dallas,175,0,0,525499,950970,3518
Dallas,175,0,0,525509,950741,2141
Dallas,3065,1175,825,525514,950873,3206
Dallas,176,0,0,525520,950722,2119
Dallas,392,0,0,525525,950749,2149
Dallas,247,0,0,525541,950624,1234
Dallas,228,0,0,525546,951045,3904
Dallas,6,0,0,527500,955775,2546
Dallas,5,0,0,527505,951183,4650
Dallas,0,0,0,527507,,
Dallas,3223,1513,449,527523,950665,1711
Dallas,92,0,0,527548,950792,2241
Dallas,529,0,0,527551,950636,1407
Dallas,177,0,0,527556,950732,2129
Dallas,210,0,0,531391,951056,4200
Dallas,3599,1679,816,531404,950903,3316
Dallas,788,98,53,531407,951176,4642
Dallas,241,79,75,531422,951154,4617
Dallas,0,0,0,531438,950415,0402
Dallas,39,0,0,531444,950925,3338
Dallas,488,0,0,531465,950716,2113
Dallas,2318,615,520,531480,950853,3007
Dallas,791,532,66,531484,951011,3602
Dallas,314,0,0,533364,950794,2243
Dallas,259,0,0,533365,951088,4425
Dallas,396,0,0,533368,950594,1204
Dallas,1,0,0,533370,951465,0119
Dallas,281,0,0,533380,950941,3354
Dallas,345,0,0,533392,950634,1405
Dallas,368,0,0,533404,950721,2118
Dallas,6,0,0,533411,950649,1509
Dallas,355,144,83,533427,950861,3015
Dallas,295,0,0,533441,950885,3218
Dallas,279,0,0,533443,950817,2316
Dallas,128,0,0,533444,951188,4703
Dallas,339,0,0,533453,951089,4426
Dallas,152,0,0,533457,950621,1231
Dallas,389,0,0,533463,950705,2102
Dallas,3517,1794,434,533469,950949,3404
Dallas,5230,2845,898,533471,951039,3808
Dallas,3302,1261,877,533496,950804,2303
Dallas,310,0,0,533508,951003,3551
Dallas,356,0,0,533514,950683,1802
Dallas,2425,1187,324,533534,950902,3315
Dallas,2271,1079,241,533544,951134,4525
Dallas,192,0,0,533550,951059,4203
Dallas,4074,2062,572,533574,950660,1706
Dallas,277,0,0,533576,951191,4706
Dallas,2,0,0,533577,950629,1243
Dallas,2130,1079,209,533578,950570,1131
Dallas,295,65,4,533592,951184,4651
Dallas,239,0,0,533601,950731,2128
Dallas,1,0,0,533607,954700,0208
Dallas,0,0,0,533624,953840,0003
Dallas,239,0,0,533628,950614,1224
Dallas,2426,483,890,537299,950755,2203
Dallas,391,0,0,537306,950781,2230
Dallas,387,0,0,537315,950587,1148
Dallas,0,0,0,537318,953842,0005
Dallas,377,0,0,537324,950579,1140
Dallas,385,139,57,537344,951152,4615
Dallas,2045,515,824,537368,950775,2223
Dallas,2,0,0,537403,951301,0309
Dallas,156,0,0,537414,950927,3340
Dallas,694,129,142,539404,951149,4612
Dallas,0,0,0,539415,953866,0029
Dallas,2829,1507,268,539431,950803,2302
Dallas,3479,1648,575,541367,951160,4623
Dallas,81,0,0,541373,950763,2211
Dallas,2757,1447,257,541385,950569,1130
Dallas,563,159,41,541389,950677,1723
Dallas,3970,2283,604,541404,950950,3405
Dallas,420,0,0,541419,950724,2121
Dallas,205,0,0,541421,951004,3552
Dallas,2498,1354,437,541434,950904,3317
Dallas,0,0,0,541438,951262,0204
Dallas,278,0,0,541473,950979,3527
Dallas,148,0,0,541481,950596,1206
Dallas,275,0,0,541484,950964,3512
Dallas,597,150,252,541496,950679,1725
Dallas,5,0,0,541501,950832,2331
Dallas,177,0,0,541507,950612,1222
Dallas,1955,1056,249,541512,950555,1116
Dallas,1464,513,100,541540,951118,4508
Dallas,2912,1955,93,541566,950558,1119
Dallas,291,0,0,541575,950652,1601
Dallas,384,0,0,541583,950977,3525
Dallas,84,5,2,541585,950946,3401
Dallas,3699,762,1625,541592,950778,2226
Dallas,0,0,0,541605,955665,2052
Dallas,131,0,0,541611,950821,2320
Dallas,430,229,10,541613,950552,1113
Dallas,1004,557,120,541618,951022,3613
Dallas,325,0,0,543345,951066,4210
Dallas,378,0,0,543363,950639,1411
Dallas,149,0,0,543370,950921,3334
Dallas,176,0,0,543404,950604,1214
Dallas,1,0,0,543427,952915,0621
Dallas,694,0,0,543433,950592,1202
Dallas,0,0,0,543445,950031,0017
Dallas,149,0,0,543464,950617,1227
Dallas,207,0,0,543470,950686,1805
Dallas,298,0,0,543478,950933,3346
Dallas,1079,489,60,543480,951178,4644
Dallas,5197,2102,1428,543500,950893,3305
Dallas,298,0,0,543507,950597,1207
Dallas,674,85,68,543512,950876,3209
Dallas,283,0,0,543513,950713,2110
Dallas,395,0,0,543548,951076,4411
Dallas,1539,845,204,543553,951020,3611
Dallas,352,0,0,543554,950769,2217
Dallas,332,0,0,543559,951060,4204
Dallas,114,0,0,547127,951084,4421
Dallas,528,0,0,547132,950623,1233
Dallas,3138,1263,709,547136,951111,4501
Dallas,0,0,0,547145,951457,0111
Dallas,4,0,0,547165,950956,3503
Dallas,2706,549,1041,547172,950837,2502
Dallas,6728,2758,1326,547183,951164,4627
Dallas,381,1,0,547184,951051,4105
Dallas,2041,933,275,547186,951153,4616
Dallas,71,0,0,547198,950911,3324
Dallas,433,0,0,547221,951069,4401
Dallas,173,0,0,547225,951058,4202
Dallas,390,0,0,547227,950742,2142
Dallas,2749,437,1131,547242,950752,2200
Dallas,3,0,0,547248,955807,3158
Dallas,2242,1233,356,549169,951135,4527
Dallas,1,0,0,549186,955975,4122
Dallas,410,0,0,549198,950814,2313
Dallas,2,0,0,549203,951278,0220
Dallas,498,0,0,549205,950744,2144
Dallas,2463,1633,112,549214,950849,3003
Dallas,0,0,0,549219,953856,0019
Dallas,305,0,0,549222,950717,2114
Dallas,362,0,0,549240,950761,2209
Dallas,271,0,0,549243,951094,4431
Dallas,3234,892,951,549259,950811,2310
Dallas,2,0,0,551130,955731,2381
Dallas,563,0,0,551135,950986,3534
Dallas,2913,905,894,551168,950666,1712
Dallas,510,45,115,551170,950834,2400
Dallas,1263,903,49,551171,951023,3614
Dallas,4322,1260,1490,551177,951127,4517
Dallas,238,0,0,551185,950823,2322
Dallas,48,0,0,551191,951092,4429
Dallas,0,0,0,551195,953217,0446
Dallas,297,0,0,551203,950758,2206
Dallas,4537,1853,1152,551208,951180,4647
Dallas,77,0,0,551238,950581,1142
Dallas,882,167,182,551247,950856,3010
Dallas,224,0,0,551251,950688,1807
Dallas,4175,2909,108,551255,950539,1100
Dallas,321,0,0,551260,950828,2327
Dallas,2,0,0,553173,950799,2248
Dallas,256,0,0,553178,950825,2324
Dallas,195,0,0,553186,950880,3213
Dallas,4112,2715,272,553206,950865,3102
Dallas,1,0,0,553211,950588,1149
Dallas,432,0,0,553213,951044,3903
Dallas,436,0,0,553217,950562,1123
Dallas,379,0,0,553237,951101,4438
