county_name,reg_voters,lowdem,uncertain,persuasion,highdem,dnc_precinct_id,van_precinct_id,van_precinct_name
Bexar,2859,897,127,26,562,622540,949492,4015
Bexar,2448,264,187,31,309,622541,949263,2101
Bexar,4021,839,456,65,490,622551,949118,1067
Bexar,1399,576,51,23,257,622558,949079,1028
Bexar,3366,92,60,53,356,622566,949339,3034
Bexar,2929,139,83,64,388,622568,949322,3017
Bexar,0,0,0,0,0,622571,949045,0405
Bexar,110,8,7,3,21,622587,949313,3008
Bexar,4038,1336,292,77,601,622589,949156,1107
Bexar,1488,416,134,24,250,622615,949143,1093
Bexar,1940,671,143,26,332,622620,949260,2098
Bexar,2932,1324,88,43,429,622636,949173,2011
Bexar,3596,1248,152,71,689,622637,949202,2040
Bexar,1,0,0,0,0,622644,956905,0214
Bexar,4523,845,434,52,724,622657,949566,4089
Bexar,2123,265,129,49,451,622667,949378,3073
Bexar,2122,369,116,43,479,622676,949421,3116
Bexar,1222,485,38,21,209,622685,949056,1005
Bexar,605,156,57,16,75,632994,949078,1027
Bexar,853,353,55,8,147,632997,949561,4084
Bexar,1549,541,83,61,136,633001,949579,4102
Bexar,3634,1148,300,54,486,633006,949109,1058
Bexar,3018,609,149,175,481,633009,949366,3061
Bexar,3490,646,351,117,698,633031,949286,2125
Bexar,3082,246,149,62,701,633050,949382,3077
Bexar,4386,708,264,313,824,633063,949425,3120
Bexar,1587,195,69,76,288,633066,949385,3080
Bexar,4648,1382,299,93,824,633084,949543,4066
Bexar,4868,805,386,71,572,633091,949533,4056
Bexar,723,196,95,14,65,633109,949631,4158
Bexar,1936,908,54,24,237,633137,949178,2016
Bexar,4055,1518,282,92,489,633144,949400,3095
Bexar,1774,606,175,24,234,633153,949497,4020
Bexar,3850,1149,347,59,675,633196,949162,1113
Bexar,0,0,0,0,0,74289,,
Bexar,0,0,0,0,0,86430,,
Bexar,234,48,19,7,49,949956,1708731,1115
Bexar,1490,263,167,46,276,949957,1708732,1116
Bexar,431,160,28,12,100,949958,1708733,1117
Bexar,4428,1075,497,174,862,949959,1708734,1118
Bexar,187,86,11,2,33,949960,1708735,1119
Bexar,197,94,6,3,41,949961,1708736,1120
Bexar,4135,892,427,154,787,949962,1708737,1121
Bexar,5449,1000,589,168,1151,949963,1708738,1122
Bexar,712,206,75,10,100,949964,1708739,1123
Bexar,970,351,84,20,178,949965,1708740,1124
Bexar,2325,438,281,51,486,949966,1708741,1125
Bexar,771,124,40,16,248,949967,949285,2124
Bexar,988,393,61,25,177,949968,1708742,2135
Bexar,5290,1813,438,69,813,949969,1708743,2148
Bexar,3390,1159,226,53,471,949970,1708744,2149
Bexar,10,6,1,0,1,949971,1708745,2150
Bexar,80,39,5,2,1,949972,1708746,2151
Bexar,985,389,45,20,149,949973,1708747,2152
Bexar,557,230,32,8,78,949974,1708748,2153
Bexar,4083,1103,484,87,878,949975,1708749,2154
Bexar,1824,610,154,25,290,949976,1708750,2156
Bexar,2018,175,113,77,387,949977,1708751,3126
Bexar,76,6,1,3,16,949978,1708752,3158
Bexar,43,2,1,2,16,949979,1708753,3176
Bexar,649,94,25,48,152,949980,1708754,4117
Bexar,34,19,1,0,6,949981,1708755,4184
Bexar,1,0,0,0,0,949982,1708756,4185
Bexar,122,15,11,3,45,949983,1708757,4186
Bexar,1186,447,100,21,195,949984,1708758,4189
Bexar,6,3,1,0,1,949985,1708759,4190
Bexar,4,1,1,1,0,949986,1708760,4191
Bexar,106,59,4,1,8,949987,1708761,4193
Bexar,1344,357,138,16,134,949988,1708762,4194
Bexar,6,3,0,1,0,949989,1708763,4197
Bexar,2201,809,170,33,405,949990,1708764,4198
Bexar,1632,491,202,35,253,949991,1708765,4199
Bexar,2990,1036,266,58,871,949992,1708766,4200
Bexar,117,5,0,0,1,949993,1708767,4201
Bexar,755,369,27,16,139,991413,1816367,1127
Bexar,1810,670,173,79,278,991414,1816368,1128
Bexar,2236,460,291,37,569,991415,1816369,1129
Bexar,2,0,0,0,2,991417,1816371,1132
Bexar,6,1,0,0,0,991418,1816372,1133
Bexar,193,65,17,3,23,991419,1816373,1136
Bexar,1121,555,121,34,141,991420,1816374,1138
Bexar,244,68,23,4,50,991421,1816375,2159
Bexar,47,1,0,0,2,991422,1816376,2160
Bexar,158,0,0,0,0,991423,1816377,2161
Bexar,1357,209,59,90,310,991425,1816379,3180
Bexar,2667,289,117,168,523,991426,1816380,3181
Bexar,929,141,63,16,239,991427,1816381,3182
Bexar,21,1,0,0,2,991428,1816382,3183
Bexar,328,64,31,7,42,991429,1816383,3184
Bexar,308,47,35,5,68,991430,1816384,3185
Bexar,1224,169,119,22,310,991431,1816385,3189
Bexar,244,43,15,5,42,991432,1816386,3191
Bexar,388,149,22,6,113,991433,1816387,4203
Bexar,10,4,1,0,2,991434,1816388,4204
Bexar,160,35,12,24,24,991435,1816389,4205
Bexar,688,223,67,15,94,991436,1816390,4206
Bexar,83,4,3,2,7,991437,1816391,4209
Bexar,19,5,1,3,5,991438,1816392,4210
Bexar,47,17,1,0,14,991439,1816393,4211
Bexar,1,0,0,0,0,991440,1816394,4214
Bexar,12,0,0,0,0,991441,1816395,4215
Bexar,3,0,0,0,0,991442,1816396,4216
Bexar,15,0,0,0,0,991443,1816397,4217
Bexar,11,0,0,0,0,991444,1816398,4220
Bexar,1,1,0,0,0,993092,1818501,2155
Bexar,2202,578,241,36,653,993732,1820012,2130
Bexar,3,0,1,1,0,993733,1820013,4181
Bexar,49,25,2,2,10,997450,1837089,1114
Blanco,73,0,0,0,0,,,
Blanco,0,0,0,0,0,151548,,
Blanco,0,0,0,0,0,165455,,
Blanco,1,0,0,0,0,323707,,
Blanco,1,0,0,0,0,338284,,
Blanco,3,0,0,0,0,344160,,
Blanco,3,0,0,0,0,356050,,
Blanco,0,0,0,0,0,362196,,
Blanco,0,0,0,0,0,362479,,
Blanco,0,0,0,0,0,37307,,
Blanco,0,0,0,0,0,373571,,
Blanco,2,0,0,0,0,491954,952055,0014
Blanco,2916,98,53,80,277,543467,949654,0102
Blanco,1,0,0,0,0,547140,953212,0440
Blanco,0,0,0,0,0,551159,950435,0403
Blanco,163,0,0,0,0,555472,949661,0402
Blanco,1681,76,42,40,195,559160,949657,0302
Blanco,3,0,0,0,0,574938,953882,03-3
Blanco,26,0,0,0,0,586703,949656,0202
Blanco,726,14,4,24,59,594727,949658,0303
Blanco,1,0,0,0,0,598519,956363,0366
Blanco,3006,117,63,84,344,602431,949660,0401
Blanco,374,12,4,5,53,610334,949659,0304
Blanco,2895,95,54,77,305,632977,949655,0201
Blanco,3,0,0,0,0,90746,,
Borden,1,0,0,0,0,,,
Borden,1,0,0,0,0,131596,,
Borden,0,0,0,0,0,297219,,
Borden,0,0,0,0,0,313604,,
Borden,2,0,0,0,0,362204,,
Borden,74,0,0,0,1,484166,949666,0003b
Borden,58,0,1,0,0,525493,949664,0002b
Borden,5,0,0,0,0,533504,949668,004b
Borden,16,0,0,0,0,533648,949667,004a
Borden,16,0,0,0,0,563323,949662,0001
Borden,50,2,0,0,1,570742,949665,0003a
Borden,0,0,0,0,0,57391,,
Borden,145,4,2,2,2,633117,949663,0002a
Borden,74,0,1,1,3,941783,1708769,0001a
Borden,83,5,4,1,6,941784,1708770,0001b
Borden,161,2,11,0,5,941785,1708768,0004
Bosque,201,0,0,0,0,,,
Bosque,0,0,0,0,0,142530,,
Bosque,0,0,0,0,0,164505,,
Bosque,3,0,0,0,0,297330,,
Bosque,8,0,0,0,0,297523,,
Bosque,3,0,0,0,0,313717,,
Bosque,1,0,0,0,0,315725,,
Bosque,2,0,0,0,0,315744,,
Bosque,0,0,0,0,0,330026,,
Bosque,0,0,0,0,0,337942,,
Bosque,0,0,0,0,0,350180,,
Bosque,1,0,0,0,0,353714,,
Bosque,0,0,0,0,0,354021,,
Bosque,1,0,0,0,0,356026,,
Bosque,0,0,0,0,0,357904,,
Bosque,3,0,0,0,0,362402,,
Bosque,0,0,0,0,0,362412,,
Bosque,1,0,0,0,0,362432,,
Bosque,1,0,0,0,0,47470,,
Bosque,1126,22,15,7,53,484078,949679,0011
Bosque,131,0,0,0,0,513552,949684,0016
Bosque,1979,70,45,16,98,523535,949678,0010
Bosque,1,0,0,0,0,531434,954360,0080
Bosque,934,23,19,8,32,533355,949672,0004
Bosque,1378,55,53,29,77,533495,949670,0002
Bosque,0,0,0,0,0,533560,955440,0002
Bosque,0,0,0,0,0,541586,955044,0009
Bosque,1786,28,26,19,103,543367,949674,0006
Bosque,1002,20,20,12,46,549166,949669,0001
Bosque,218,0,0,0,0,551216,949683,0015
Bosque,2930,110,80,38,181,555257,949676,0008
Bosque,1660,47,47,15,65,555486,949677,0009
Bosque,0,0,0,0,0,565107,954361,0081
Bosque,251,0,0,0,0,566975,949681,0013
Bosque,21,0,0,0,0,570841,949682,0014
Bosque,1,0,0,0,0,578591,952261,0005
Bosque,889,18,18,6,39,582412,949675,0007
Bosque,0,0,0,0,0,588650,950505,0406
Bosque,106,0,0,0,0,608287,949680,0012
Bosque,1460,43,44,20,72,610218,949671,0003
Bosque,2101,38,24,24,137,622700,949673,0005
Bosque,0,0,0,0,0,79731,,
Bosque,1,0,0,0,0,82104,,
Bosque,1,0,0,0,0,82264,,
Bowie,1873,0,0,0,0,,,
Bowie,1896,96,51,20,121,1001338,1867141,0030
Bowie,0,0,0,0,0,105767,,
Bowie,0,0,0,0,0,106972,,
Bowie,1,0,0,0,0,108065,,
Bowie,0,0,0,0,0,133868,,
Bowie,0,0,0,0,0,151418,,
Bowie,1,0,0,0,0,153246,,
Bowie,4,0,0,0,0,179687,,
Bowie,0,0,0,0,0,289584,,
Bowie,1,0,0,0,0,291821,,
Bowie,0,0,0,0,0,297494,,
Bowie,0,0,0,0,0,313629,,
Bowie,0,0,0,0,0,315548,,
Bowie,0,0,0,0,0,325865,,
Bowie,1,0,0,0,0,331998,,
Bowie,1,0,0,0,0,336086,,
Bowie,0,0,0,0,0,344117,,
Bowie,0,0,0,0,0,344294,,
Bowie,1,0,0,0,0,379255,,
Bowie,0,0,0,0,0,46187,,
Bowie,497,72,19,4,45,491919,949715,0005a
Bowie,770,24,14,5,18,491975,949692,0015
Bowie,0,0,0,0,0,49303,,
Bowie,2031,82,44,20,103,495964,949722,0008c
Bowie,4719,266,112,38,306,495983,949721,0008b
Bowie,1112,110,54,9,95,507676,949699,0020
Bowie,4968,303,156,41,343,511473,949691,0014
Bowie,4509,402,185,38,351,511515,949686,0009
Bowie,792,12,13,3,17,515573,949702,0024
Bowie,1648,315,102,22,169,525522,949712,0004a
Bowie,467,14,18,5,26,531482,949701,0022
Bowie,1958,602,80,18,309,533568,949707,0002a
Bowie,855,241,48,8,84,533579,949708,0002b
Bowie,0,0,0,0,0,53770,,
Bowie,386,21,9,4,23,541362,949700,0021
Bowie,6787,280,133,55,393,541619,949717,0005c
Bowie,1279,251,60,9,221,543349,949720,0008a
Bowie,3254,85,60,25,129,543417,949689,0012
Bowie,160,0,0,0,0,543425,949716,0005b
Bowie,2815,229,99,23,240,543549,949713,0004b
Bowie,0,0,0,0,0,54957,,
Bowie,2673,261,90,32,175,555306,949710,0003a
Bowie,1082,20,13,9,23,555394,949696,0019
Bowie,2293,868,58,19,274,555495,949697,0001a
Bowie,5772,447,194,63,535,561377,949685,0007
Bowie,2589,62,48,28,142,565103,949687,0010
Bowie,513,5,8,6,21,565169,949706,0029
Bowie,3269,124,68,25,203,566980,949719,0006b
Bowie,2166,567,125,16,134,567015,949711,0003b
Bowie,1198,263,48,10,102,574955,949714,0004c
Bowie,3586,61,58,31,151,578584,949688,0011
Bowie,966,17,6,0,6,578797,949690,0013
Bowie,3520,101,90,30,163,582506,949695,0018
Bowie,1,0,0,0,0,586662,955154,0030
Bowie,0,0,0,0,0,588475,950134,0014
Bowie,3605,169,82,37,259,588590,949718,0006a
Bowie,2282,634,96,17,283,598429,949698,0001b
Bowie,2491,66,60,15,72,598441,949694,0017
Bowie,921,13,9,11,19,598471,949704,0027
Bowie,0,0,0,0,0,60472,,
Bowie,2053,34,23,13,49,608210,949693,0016
Bowie,1081,16,15,4,23,610162,949705,0028
Bowie,2623,977,77,13,280,610205,949709,0002c
Bowie,1,0,0,0,0,610280,955147,0019
Bowie,2005,84,46,20,104,620705,949703,0025
Bowie,1,0,0,0,0,66617,,
Bowie,1,0,0,0,0,68166,,
Bowie,0,0,0,0,0,74664,,
Bowie,0,0,0,0,0,75277,,
Bowie,2,0,0,0,0,81499,,
Bowie,0,0,0,0,0,81633,,
Bowie,2,0,0,0,0,82163,,
Bowie,0,0,0,0,0,87474,,
Bowie,3,0,0,0,0,88072,,
Bowie,0,0,0,0,0,90431,,
Bowie,1,0,0,0,0,92446,,
Bowie,144,37,11,0,8,941786,1708771,0002d
Bowie,66,7,1,1,7,941787,1708772,0004d
Bowie,0,0,0,0,0,95869,,
Bowie,0,0,0,0,0,98202,,
Brazoria,3400,0,0,0,0,,,
Brazoria,1,0,0,0,0,103365,,
Brazoria,3828,1123,298,132,1376,1081511,949788,0066
Brazoria,1,0,0,0,0,110209,,
Brazoria,3,0,0,0,0,116370,,
Brazoria,1,0,0,0,0,120184,,
Brazoria,0,0,0,0,0,122369,,
Brazoria,0,0,0,0,0,122971,,
Brazoria,3,0,0,0,0,125242,,
Brazoria,2,0,0,0,0,126606,,
Brazoria,2,0,0,0,0,127484,,
Brazoria,0,0,0,0,0,131741,,
Brazoria,36,0,0,0,0,253945,,
Brazoria,13,0,0,0,0,262907,,
Brazoria,3,0,0,0,0,262908,,
Brazoria,58,0,0,0,0,283812,,
Brazoria,3,0,0,0,0,289439,,
Brazoria,3,0,0,0,0,297190,,
Brazoria,3,0,0,0,0,297543,,
Brazoria,4,0,0,0,0,301331,,
Brazoria,3,0,0,0,0,301491,,
Brazoria,1,0,0,0,0,301574,,
Brazoria,1,0,0,0,0,307848,,
Brazoria,0,0,0,0,0,311356,,
Brazoria,4,0,0,0,0,311549,,
Brazoria,3,0,0,0,0,311651,,
Brazoria,5,0,0,0,0,313469,,
Brazoria,5,0,0,0,0,313623,,
Brazoria,1,0,0,0,0,315566,,
Brazoria,1,0,0,0,0,317703,,
Brazoria,0,0,0,0,0,317724,,
Brazoria,0,0,0,0,0,323747,,
Brazoria,42,0,0,0,0,328248,,
Brazoria,4,0,0,0,0,331970,,
Brazoria,0,0,0,0,0,332016,,
Brazoria,0,0,0,0,0,334046,,
Brazoria,4,0,0,0,0,334069,,
Brazoria,2,0,0,0,0,336263,,
Brazoria,1,0,0,0,0,341884,,
Brazoria,2,0,0,0,0,342221,,
Brazoria,1,0,0,0,0,344271,,
Brazoria,4,0,0,0,0,346351,,
Brazoria,5,0,0,0,0,350130,,
Brazoria,0,0,0,0,0,355964,,
Brazoria,5,0,0,0,0,358136,,
Brazoria,2,0,0,0,0,360180,,
Brazoria,0,0,0,0,0,362189,,
Brazoria,2,0,0,0,0,362243,,
Brazoria,4,0,0,0,0,362255,,
Brazoria,1,0,0,0,0,362431,,
Brazoria,3,0,0,0,0,371470,,
Brazoria,0,0,0,0,0,373644,,
Brazoria,0,0,0,0,0,373800,,
Brazoria,0,0,0,0,0,37416,,
Brazoria,3,0,0,0,0,379284,,
Brazoria,1,0,0,0,0,379434,,
Brazoria,3,0,0,0,0,379521,,
Brazoria,2,0,0,0,0,38522,,
Brazoria,2,0,0,0,0,38777,,
Brazoria,0,0,0,0,0,46452,,
Brazoria,0,0,0,0,0,46765,,
Brazoria,3,0,0,0,0,47891,,
Brazoria,1071,133,53,12,142,484114,949731,0009
Brazoria,2612,158,65,24,248,484167,949755,0033
Brazoria,0,0,0,0,0,491890,956628,0205
Brazoria,4396,224,133,54,419,492004,949773,0051
Brazoria,2725,220,114,15,180,492007,949727,0005
Brazoria,5834,714,366,133,1185,495927,949782,0060
Brazoria,6169,394,232,81,492,511589,949778,0056
Brazoria,3267,295,86,61,660,527540,949749,0027
Brazoria,3542,130,87,31,210,531424,949754,0032
Brazoria,1399,52,18,15,78,531446,949760,0038
Brazoria,4383,496,280,58,327,531458,949770,0048
Brazoria,1970,68,31,13,64,533382,949728,0006
Brazoria,3997,391,217,81,592,537309,949759,0037
Brazoria,3,0,0,0,0,537372,952018,0457
Brazoria,5426,1423,435,136,1634,541364,949790,0068
Brazoria,3495,75,59,30,219,541405,949752,0030
Brazoria,3034,72,41,24,104,541453,949737,0015
Brazoria,159,0,0,0,0,541497,949799,0077
Brazoria,2993,324,200,40,208,541533,949758,0036
Brazoria,1,0,0,0,0,543381,956338,0335
Brazoria,3879,281,142,43,445,543422,949774,0052
Brazoria,22,0,0,0,0,547154,949793,0071
Brazoria,5892,421,245,64,464,547239,949746,0024
Brazoria,1110,86,50,9,70,547249,949764,0042
Brazoria,4682,1536,285,158,1197,551218,949789,0067
Brazoria,218,0,0,0,0,551245,949798,0076
Brazoria,4148,208,123,24,266,553168,949779,0057
Brazoria,3,0,0,0,0,55409,,
Brazoria,5169,573,266,117,792,555160,949735,0013
Brazoria,3,0,0,0,0,555176,949794,0072
Brazoria,6298,410,238,92,370,555346,949745,0023
Brazoria,2795,184,144,16,147,555532,949747,0025
Brazoria,0,0,0,0,0,561247,951974,0258
Brazoria,5819,1112,354,168,1265,561316,949766,0044
Brazoria,3,0,0,0,0,561353,954409,0005
Brazoria,5895,1343,401,118,1093,561358,949784,0062
Brazoria,6749,1396,572,81,1311,563139,949743,0021
Brazoria,4132,420,173,49,352,563160,949777,0055
Brazoria,2006,32,25,19,93,563225,949771,0049
Brazoria,3593,1286,238,54,384,565040,949729,0007
Brazoria,2092,63,43,19,80,565069,949783,0061
Brazoria,6074,541,382,93,433,565092,949761,0039
Brazoria,5452,380,166,69,357,567035,949724,0002
Brazoria,4416,1097,308,152,1166,567057,949751,0029
Brazoria,5672,583,354,90,881,567106,949750,0028
Brazoria,2107,87,52,17,105,572789,949742,0020
Brazoria,302,1,6,1,5,572811,949786,0064
Brazoria,3943,621,292,93,968,572968,949780,0058
Brazoria,4329,224,112,52,294,573023,949726,0004
Brazoria,3,0,0,0,0,57334,,
Brazoria,5,0,0,0,0,57480,,
Brazoria,1981,82,53,16,83,574924,949730,0008
Brazoria,0,0,0,0,0,57787,,
Brazoria,81,0,0,0,0,578699,949796,0074
Brazoria,5450,495,276,78,581,582427,949768,0046
Brazoria,3599,413,260,66,469,582445,949769,0047
Brazoria,0,0,0,0,0,582454,952634,0336
Brazoria,6637,325,177,47,454,582547,949736,0014
Brazoria,39,0,0,0,0,582633,949797,0075
Brazoria,0,0,0,0,0,58452,,
Brazoria,2,0,0,0,0,58453,,
Brazoria,4500,425,262,64,563,586586,949734,0012
Brazoria,5133,665,422,106,716,586641,949748,0026
Brazoria,4926,1532,274,100,1463,588471,949785,0063
Brazoria,3,0,0,0,0,59181,,
Brazoria,4634,235,130,51,350,594820,949767,0045
Brazoria,3860,1015,346,54,386,596566,949739,0017
Brazoria,6,0,0,0,0,596610,951981,0279
Brazoria,6169,342,226,63,381,598528,949725,0003
Brazoria,1,0,0,0,0,598553,956599,0309
Brazoria,6290,417,250,51,458,600362,949765,0043
Brazoria,1,0,0,0,0,600429,952030,0485
Brazoria,6381,476,263,89,691,600452,949762,0040
Brazoria,4,0,0,0,0,602296,952027,0482
Brazoria,1,0,0,0,0,602320,949954,0021
Brazoria,1452,53,27,9,41,602331,949732,0010
Brazoria,2,0,0,0,0,60590,,
Brazoria,2126,71,56,19,89,606310,949757,0035
Brazoria,2,0,0,0,0,60642,,
Brazoria,0,0,0,0,0,606432,954161,0410
Brazoria,519,0,0,0,0,608231,949787,0065
Brazoria,5150,363,222,70,693,610132,949740,0018
Brazoria,6824,532,343,61,419,610155,949738,0016
Brazoria,3521,850,290,63,305,610178,949741,0019
Brazoria,5077,147,113,66,374,610295,949744,0022
Brazoria,5822,509,347,70,447,620704,949723,0001
Brazoria,6357,1587,308,211,1883,620732,949781,0059
Brazoria,5784,389,301,54,370,622663,949756,0034
Brazoria,2796,511,174,98,620,633077,949763,0041
Brazoria,4645,491,308,71,747,633159,949733,0011
Brazoria,1554,53,29,7,72,633184,949753,0031
Brazoria,3921,736,238,106,973,633206,949776,0054
Brazoria,0,0,0,0,0,66924,,
Brazoria,0,0,0,0,0,67019,,
Brazoria,0,0,0,0,0,71250,,
Brazoria,6075,1900,415,181,1854,715212,949772,0050
Brazoria,1,0,0,0,0,72571,,
Brazoria,3,0,0,0,0,72631,,
Brazoria,3,0,0,0,0,72781,,
Brazoria,2,0,0,0,0,79826,,
Brazoria,4,0,0,0,0,85308,,
Brazoria,1,0,0,0,0,86968,,
Brazoria,1,0,0,0,0,87397,,
Brazoria,2,0,0,0,0,87930,,
Brazoria,1,0,0,0,0,91204,,
Brazoria,2764,977,154,97,851,941788,949775,0053
Brazoria,1,0,0,0,0,96560,,
Brazoria,2,0,0,0,0,99233,,
Brazoria,2,0,0,0,0,99650,,
Brazos,3028,0,0,0,0,,,
Brazos,131,5,1,2,15,1001341,1867144,0071
Brazos,2,0,0,0,0,1001342,1867145,9999
Brazos,0,0,0,0,0,100397,,
Brazos,4,0,0,0,0,101250,,
Brazos,0,0,0,0,0,103362,,
Brazos,0,0,0,0,0,106738,,
Brazos,1,0,0,0,0,106797,,
Brazos,3,0,0,0,0,1071550,1988538,0085
Brazos,2,0,0,1,0,1071553,1142747,0084
Brazos,30,2,3,1,1,1078769,2004765,0090
Brazos,9,0,0,0,0,1078773,2004763,0091
Brazos,51,12,3,0,2,1079838,2006973,0101
Brazos,2,1,0,0,0,1079840,2006975,0099
Brazos,1,0,0,0,0,1079841,2006974,0100
Brazos,4,0,0,0,0,1079845,2006978,0098
Brazos,1,0,0,0,0,1079848,2006976,0096
Brazos,1,0,0,0,0,109289,,
Brazos,1,0,0,0,0,111905,,
Brazos,0,0,0,0,0,119815,,
Brazos,0,0,0,0,0,120826,,
Brazos,0,0,0,0,0,120931,,
Brazos,0,0,0,0,0,121169,,
Brazos,0,0,0,0,0,121388,,
Brazos,1,0,0,0,0,134525,,
Brazos,0,0,0,0,0,163528,,
Brazos,1,0,0,0,0,175328,,
Brazos,4,0,0,0,0,175972,,
Brazos,1,0,0,0,0,179715,,
Brazos,2,0,0,0,0,261005,,
Brazos,2,0,0,0,0,301536,,
Brazos,5,0,0,0,0,301589,,
Brazos,0,0,0,0,0,30748,,
Brazos,1,0,0,0,0,307853,,
Brazos,5,0,0,0,0,317717,,
Brazos,2,0,0,0,0,320218,,
Brazos,1,0,0,0,0,323758,,
Brazos,6,0,0,0,0,336330,,
Brazos,0,0,0,0,0,338271,,
Brazos,2,0,0,0,0,341885,,
Brazos,0,0,0,0,0,346233,,
Brazos,2,0,0,0,0,355899,,
Brazos,6,0,0,0,0,357906,,
Brazos,0,0,0,0,0,360159,,
Brazos,23,0,0,0,0,371678,,
Brazos,2,0,0,0,0,37305,,
Brazos,6,0,0,0,0,373588,,
Brazos,7,0,0,0,0,373785,,
Brazos,0,0,0,0,0,38152,,
Brazos,0,0,0,0,0,38521,,
Brazos,1,0,0,0,0,45862,,
Brazos,0,0,0,0,0,46764,,
Brazos,0,0,0,0,0,46956,,
Brazos,1,0,0,0,0,47015,,
Brazos,401,5,8,1,36,484155,949863,0082
Brazos,2270,669,216,30,209,491905,949824,0033
Brazos,0,0,0,0,0,491990,950829,2328
Brazos,3580,413,200,28,363,492001,949815,0024
Brazos,17,0,0,0,0,492013,949876,063b
Brazos,6361,464,252,86,814,495921,949831,0040
Brazos,115,0,0,0,0,511533,949829,003a
Brazos,1,0,0,0,0,511587,949878,070b
Brazos,3432,330,151,31,359,511596,949806,0013
Brazos,327,163,46,5,31,511604,949855,0074
Brazos,0,0,0,0,0,513556,956261,0218
Brazos,0,0,0,0,0,513598,952183,0014
Brazos,62,16,7,1,8,515621,949834,0043
Brazos,80,1,3,0,12,517548,949862,0081
Brazos,13,0,0,0,0,517561,949830,003b
Brazos,710,0,0,0,0,517594,949874,035b
Brazos,2014,841,64,29,272,523467,949809,0016
Brazos,13,0,0,0,0,533456,949846,0055
Brazos,1248,26,30,5,73,533652,949801,0006
Brazos,1743,575,179,33,183,537312,949813,0021
Brazos,455,39,42,8,34,537377,949852,0067
Brazos,278,9,7,4,9,537390,949836,0045
Brazos,19,2,0,0,0,539435,949843,0052
Brazos,2,0,0,0,0,541366,,
Brazos,6461,632,317,81,796,541407,949828,0039
Brazos,87,0,0,0,0,541454,949859,007a
Brazos,5,0,0,0,0,541480,949873,035a
Brazos,0,0,0,0,0,543549,949713,0004b
Brazos,531,226,21,13,80,543558,949827,0038
Brazos,153,18,8,0,18,547179,949844,0053
Brazos,63,0,0,0,0,547200,949845,0054
Brazos,93,0,0,0,0,549212,949848,005a
Brazos,4807,857,307,55,449,549231,949804,0011
Brazos,28,0,0,0,0,549238,949850,0062
Brazos,568,180,33,5,37,553222,949847,0057
Brazos,2,0,0,0,0,555151,955183,0002
Brazos,297,12,10,1,9,555224,949857,0078
Brazos,25,0,0,0,0,555226,949868,018c
Brazos,503,119,41,7,63,555266,949811,0019
Brazos,1,0,0,0,0,555269,949870,027b
Brazos,2492,242,159,23,216,555323,949803,0009
Brazos,3816,1536,153,88,510,555512,949807,0014
Brazos,2,0,0,0,0,561267,952173,0003
Brazos,4,0,0,0,0,56229,,
Brazos,371,0,0,0,0,565060,949864,010a
Brazos,6548,975,404,77,690,565121,949822,0031
Brazos,100,9,12,0,19,565235,949858,0079
Brazos,557,75,53,2,54,566983,949838,0047
Brazos,1,0,0,0,0,566986,956396,0430
Brazos,359,3,3,1,4,567118,949814,0023
Brazos,3,0,0,0,0,572809,952175,0005
Brazos,7240,1289,549,76,640,572845,949825,0034
Brazos,5656,206,179,96,671,572883,949832,0041
Brazos,2,0,0,0,0,572963,955190,0011
Brazos,1,0,0,0,0,574842,953144,0004
Brazos,1050,106,36,13,137,574928,949818,0029
Brazos,4521,923,342,114,586,574952,949810,0017
Brazos,178,4,3,1,8,576718,949835,0044
Brazos,4717,1224,458,47,415,578723,949812,0020
Brazos,31,0,0,0,0,578756,949867,018b
Brazos,1,0,0,0,0,582555,951236,0117
Brazos,2916,434,182,37,258,586569,949802,0008
Brazos,74,8,3,0,7,586625,949854,0072
Brazos,0,0,0,0,0,586674,956306,0277
Brazos,5832,501,244,79,647,588557,949805,0012
Brazos,4141,281,120,45,421,588617,949817,0026
Brazos,3327,826,217,66,464,594702,949821,0030
Brazos,17,0,0,0,0,594715,949820,002b
Brazos,1,0,0,0,0,594734,952176,0006
Brazos,59,0,0,0,0,596615,949849,005b
Brazos,72,0,0,0,0,596652,949860,007b
Brazos,720,102,73,7,52,596653,949856,0077
Brazos,539,2,0,0,0,598484,949823,0032
Brazos,1,0,0,0,0,598515,955176,0004b
Brazos,62,0,0,0,0,598521,949841,004b
Brazos,36,0,0,0,0,600383,949872,028b
Brazos,0,0,0,0,0,600407,954425,001a
Brazos,432,78,29,5,56,600422,949837,0046
Brazos,4578,327,152,46,466,600463,949808,0015
Brazos,141,0,0,0,0,600496,949865,010b
Brazos,304,0,0,0,0,602245,949819,002a
Brazos,2406,85,69,25,171,602284,949800,0001
Brazos,80,0,0,0,0,602339,949877,070a
Brazos,0,0,0,0,0,602403,949928,0305
Brazos,9,0,0,0,0,60469,,
Brazos,146,0,0,0,0,606409,949869,027a
Brazos,1,0,0,0,0,60680,,
Brazos,4537,292,183,63,460,608382,949861,0080
Brazos,6,0,0,0,0,610302,949842,004c
Brazos,0,0,0,0,0,62054,,
Brazos,5540,794,346,77,625,620588,949826,0036
Brazos,2,0,0,0,0,620668,949871,028a
Brazos,374,0,0,0,0,620701,949875,063a
Brazos,0,0,0,0,0,620703,956592,0102
Brazos,421,136,54,3,51,620706,949839,0049
Brazos,202,0,0,0,0,622497,949840,004a
