county_name,reg_voters,white,latinx,aapi,black,native,missing,dnc_precinct_id,van_precinct_id,van_precinct_name
Harris,3178,292,265,5,2135,0,527,600442,952551,0251
Harris,181,3,22,0,111,0,45,600444,953061,0775
Harris,3878,349,952,525,1240,0,961,600445,952850,0556
Harris,4851,3022,348,273,618,1,770,600459,952961,0669
Harris,1,0,0,0,0,0,1,600469,951863,3132
Harris,2816,739,1368,30,161,0,583,600483,952418,0117
Harris,0,1,0,0,0,0,1,600500,955539,1117
Harris,7457,1453,3342,712,1245,1,872,602253,953042,0755
Harris,1725,75,398,2,948,0,333,602264,952642,0344
Harris,5970,4382,290,285,145,0,987,602274,952534,0234
Harris,4711,1339,2001,236,316,0,935,602283,952556,0256
Harris,3547,2382,487,38,117,1,686,602287,952933,0639
Harris,5622,703,2344,109,1775,1,810,602288,952899,0605
Harris,5054,3005,758,212,474,2,769,602289,952964,0672
Harris,857,225,513,14,20,0,106,602294,952991,0701
Harris,2988,1375,240,795,158,0,476,602307,952659,0361
Harris,3243,817,830,53,1001,2,614,602311,953015,0725
Harris,1,0,0,0,0,0,1,602312,953094,
Harris,7404,4628,1034,338,640,0,1105,602322,952804,0509
Harris,1893,1149,165,273,138,0,202,602324,952896,0602
Harris,2765,2148,90,184,15,0,407,602347,952683,0385
Harris,1529,558,486,5,236,0,287,602353,953030,0740
Harris,2787,447,1381,9,419,0,604,602368,952403,0102
Harris,2703,308,1823,6,140,0,481,602380,952454,0153
Harris,3514,702,2065,7,56,0,773,602382,952600,0301
Harris,2355,233,287,47,1583,0,244,602405,952653,0355
Harris,3611,2163,550,127,122,0,779,602412,952956,0663
Harris,792,97,552,8,23,0,129,602413,952395,0094
Harris,6048,1863,1659,340,1109,0,1377,602415,952912,0618
Harris,1,0,0,0,0,0,1,602445,952020,0461
Harris,1,0,0,0,0,0,2,60346,,
Harris,0,3,0,0,0,0,12,60350,,
Harris,4,3,3,0,0,0,10,60352,,
Harris,1,3,1,0,0,0,10,60592,,
Harris,4600,1621,2199,10,104,1,766,606282,952601,0302
Harris,5192,2475,891,186,972,0,840,606287,952329,0028
Harris,0,1,0,0,0,0,0,606288,954148,0010
Harris,2184,775,438,78,655,0,390,606302,952342,0041
Harris,2944,64,91,7,2161,0,700,606304,952593,0294
Harris,4212,2548,445,277,460,0,621,606331,952925,0631
Harris,0,1,0,0,0,0,0,606351,952035,0492
Harris,4560,512,863,222,2453,1,684,606361,952801,0506
Harris,7368,4978,1200,150,326,0,1019,606364,952420,0119
Harris,3747,304,465,557,2094,0,443,606378,952946,0652
Harris,7805,1469,608,514,4030,1,1524,606407,952835,0541
Harris,3117,2101,107,548,37,0,400,606429,952568,0268
Harris,5312,3443,309,870,124,0,704,606430,952736,0439
Harris,2781,2252,139,34,24,0,428,606431,952884,0590
Harris,2762,275,932,69,1028,1,525,606437,952889,0595
Harris,0,5,0,0,0,0,4,60647,,
Harris,0,1,0,0,1,0,6,60768,,
Harris,3408,1639,338,209,680,0,658,608190,952582,0282
Harris,4011,2700,433,305,111,0,611,608194,952353,0052
Harris,6862,3190,903,562,1130,0,1322,608195,952778,0483
Harris,4458,3463,322,52,68,0,745,608200,952906,0612
Harris,4710,2530,580,214,683,1,881,608211,952654,0356
Harris,3276,2162,280,187,118,0,658,608214,952574,0274
Harris,5904,1570,1633,249,1305,1,1372,608230,952583,0284
Harris,933,168,560,29,49,0,145,608236,953065,0780
Harris,4285,248,1074,264,2264,0,494,608244,952988,0698
Harris,322,182,26,11,34,0,81,608258,952970,0680
Harris,1621,309,952,4,62,0,338,608260,953105,0827
Harris,28,2,7,14,2,0,5,608266,953127,0855
Harris,1496,211,321,17,593,0,395,608278,952402,0101
Harris,3584,1437,494,255,731,15,799,608281,952572,0272
Harris,4467,953,707,35,1690,1,1216,608289,952746,0450
Harris,3347,183,523,1,2062,1,632,608297,952879,0585
Harris,2065,329,1249,3,24,0,506,608304,953071,0786
Harris,6623,3830,1463,83,698,1,733,608308,952350,0049
Harris,2421,1773,210,88,61,0,372,608309,952693,0395
Harris,2986,2209,203,154,71,0,454,608311,952799,0504
Harris,2277,849,477,159,473,0,421,608313,953005,0715
Harris,4133,1404,1563,36,263,1,1005,608315,953077,0793
Harris,2800,1738,275,156,210,0,514,608322,952447,0146
Harris,480,65,202,25,65,0,151,608325,953084,0801
Harris,2770,591,481,709,520,0,569,608330,952727,0430
Harris,6113,3758,434,1228,200,0,702,608379,953008,0718
Harris,0,0,0,0,0,0,1,608393,956243,0164
Harris,3548,2428,162,383,75,0,614,608394,952449,0148
Harris,2600,639,669,139,834,0,413,608397,952784,0489
Harris,3241,1610,466,204,455,0,635,608404,952597,0298
Harris,4,0,0,0,0,0,11,60954,,
Harris,4719,1432,776,457,1456,0,839,610099,952757,0462
Harris,5351,1566,1002,74,1936,0,943,610112,952697,0399
Harris,2167,65,320,7,1377,0,442,610117,953101,0822
Harris,1,2,0,0,0,0,3,610123,956319,0314
Harris,1,0,0,0,0,0,2,610128,956790,0010
Harris,0,0,1,0,0,0,0,610135,949551,4074
Harris,1,0,0,0,0,0,2,610140,952024,0467
Harris,1896,689,337,178,235,0,569,610142,952318,0017
Harris,2665,75,248,2,1860,0,544,610154,952539,0239
Harris,0,0,0,0,0,0,2,610155,949738,0016
Harris,0,1,0,0,0,0,0,610167,950406,0103
Harris,5331,4028,345,145,142,1,877,610187,952391,0090
Harris,1186,837,201,29,120,0,1,610189,952918,0624
Harris,2030,59,203,8,1313,0,488,610195,952465,0164
Harris,2752,1354,305,140,382,0,788,610197,953036,0748
Harris,2995,617,1023,255,615,2,576,610198,952749,0453
Harris,2797,1967,267,126,134,0,395,610201,952959,0667
Harris,4781,365,325,36,3233,0,945,610211,952457,0156
Harris,2151,138,208,7,1314,0,519,610225,952503,0202
Harris,1,1,0,0,0,0,2,610230,954630,0082
Harris,885,172,231,32,259,0,233,610237,952730,0433
Harris,2999,103,269,9,2048,0,635,610261,952537,0237
Harris,4221,620,212,151,2518,0,839,610285,952519,0219
Harris,2422,652,611,79,665,0,569,610287,952950,0657
Harris,0,0,0,0,0,0,1,610296,956579,0204
Harris,2,1,0,0,0,0,3,610303,956602,0312
Harris,0,0,0,0,0,0,1,610310,956887,0463
Harris,4215,1498,586,411,913,0,986,610312,952810,0516
Harris,5090,1454,315,274,2111,1,1118,610322,952441,0140
Harris,2369,1748,114,213,29,0,352,610327,952605,0306
Harris,6548,1885,2121,610,1099,1,1039,610328,952806,0512
Harris,483,26,318,4,14,0,138,610339,953111,0835
Harris,3189,452,2198,12,85,0,491,610343,952406,0105
Harris,3257,272,382,80,2318,0,240,610344,952968,0678
Harris,3497,2368,259,176,138,0,634,610351,953020,0730
Harris,1,0,0,0,0,0,2,610367,953710,0068
Harris,3207,542,985,465,781,0,547,610371,952783,0488
Harris,4868,3068,368,383,415,0,796,610378,952396,0095
Harris,2580,1163,422,107,718,0,220,610385,952718,0421
Harris,0,0,0,0,0,0,5,61381,,
Harris,5,6,0,0,0,0,27,61385,,
Harris,3,4,0,0,0,0,17,61386,,
Harris,0,5,0,0,1,0,11,61556,,
Harris,0,2,1,0,0,0,5,61559,,
Harris,2,5,0,0,0,0,18,6161,,
Harris,0,1,0,0,0,0,4,61816,,
Harris,0,0,0,0,0,0,2,61917,,
Harris,6,1,2,0,0,0,16,61920,,
Harris,0,1,0,0,0,0,9,61968,,
Harris,1,0,0,0,0,0,10,61971,,
Harris,1,0,2,0,0,0,6,62025,,
Harris,4,1,0,2,2,0,12,62026,,
Harris,6546,3558,1289,297,638,0,960,620592,952545,0245
Harris,2455,206,622,237,622,0,976,620605,952859,0565
Harris,1981,90,267,2,1407,1,229,620611,952451,0150
Harris,3907,526,1354,65,1326,1,746,620617,953103,0824
Harris,6997,3663,787,392,1006,0,1379,620625,952773,0478
Harris,195,80,9,13,2,0,113,620632,953085,0802
Harris,2443,195,903,4,966,0,410,620645,952416,0115
Harris,4151,2924,426,92,115,2,705,620646,952360,0059
Harris,4446,2140,818,46,489,1,1114,620660,952314,0013
Harris,1396,142,740,8,269,0,262,620670,952504,0203
Harris,1281,734,160,98,55,1,281,620677,952997,0707
Harris,5337,2405,1345,338,585,0,861,620685,952945,0651
Harris,3583,367,1963,146,643,0,520,620687,953133,0864
Harris,4569,3202,259,492,120,1,680,620695,952475,0174
Harris,4165,425,1475,910,729,0,846,620697,952851,0557
Harris,4112,1216,1932,32,145,1,873,620709,952702,0404
Harris,4845,2578,1331,365,139,0,594,620716,952969,0679
Harris,3408,77,160,1,2548,0,675,620723,952750,0454
Harris,4662,520,1956,558,1265,3,401,620727,952664,0366
Harris,4645,993,331,190,2389,0,901,620744,952819,0525
Harris,5511,2917,476,577,430,0,1364,620746,952648,0350
Harris,1991,363,287,27,738,0,651,620747,952621,0322
Harris,1953,150,831,20,694,0,331,620772,952591,0292
Harris,2489,567,625,46,885,1,451,620774,953043,0756
Harris,2423,747,982,46,266,1,431,620775,952598,0299
Harris,6,8,4,0,0,0,27,62243,,
Harris,3383,370,589,151,1505,1,942,622500,952849,0555
Harris,3169,853,1614,11,132,0,630,622505,952566,0266
Harris,2391,578,650,66,828,0,332,622511,953114,0840
Harris,3767,2067,335,872,236,1,368,622519,952698,0400
Harris,4308,214,395,17,2841,0,943,622521,952481,0180
Harris,0,0,0,0,0,0,1,622525,956255,0211
Harris,4297,1042,1009,106,1778,0,442,622528,952881,0587
Harris,1670,132,257,107,943,1,304,622538,952670,0372
Harris,6515,3365,839,326,882,0,1528,622544,952713,0416
Harris,151,87,32,11,21,0,3,622547,952971,0681
Harris,1220,182,787,6,39,0,228,622548,952529,0229
Harris,1,0,0,0,0,0,1,622552,951815,2088
Harris,3914,561,1340,19,1236,0,851,622555,952381,0080
Harris,6765,2203,2247,893,763,0,866,622578,952947,0654
Harris,3081,169,2334,8,45,1,573,622596,952366,0065
Harris,758,90,144,32,312,0,217,622604,953136,0869
Harris,3015,2054,126,484,50,0,386,622610,952429,0128
Harris,3415,1085,1193,15,467,1,751,622631,952400,0099
Harris,5875,3798,719,274,398,1,899,622635,952780,0485
Harris,6767,756,1532,1772,1709,0,1244,622639,952636,0338
Harris,1033,189,284,2,409,0,173,622641,953098,0818
Harris,3096,2186,160,185,90,1,585,622652,952431,0130
Harris,235,55,35,8,7,0,174,622654,952612,0313
Harris,0,1,0,0,0,0,3,622664,956410,0448
Harris,3493,135,368,6,2513,0,532,622669,952949,0656
Harris,6894,5204,428,550,158,0,744,622672,952599,0300
Harris,2206,629,1029,22,205,0,377,622678,952435,0134
Harris,4442,3113,354,255,107,0,752,622688,952339,0038
Harris,1171,387,367,6,167,0,263,622697,952313,0012
Harris,4953,4003,270,134,84,1,614,622707,952754,0459
Harris,2945,2268,67,53,35,0,722,622710,953047,0760
Harris,3616,2874,201,62,98,0,501,622713,953088,0805
Harris,1,0,0,0,0,0,13,62329,,
Harris,4613,2195,1022,66,762,0,764,632973,952928,0634
Harris,0,0,0,0,0,0,1,633016,956159,0156
Harris,1007,110,247,226,354,0,89,633025,953139,0873
Harris,7321,3701,1112,948,1065,0,651,633041,952613,0314
Harris,1,0,0,0,0,0,1,633043,955343,0007
Harris,7522,1278,1189,967,3200,0,1235,633052,953096,0814
Harris,6593,765,784,201,4574,0,396,633058,952924,0630
Harris,5041,3781,374,133,108,1,846,633060,952631,0333
Harris,5094,305,1470,44,2594,0,889,633061,952585,0286
Harris,7603,3049,1498,231,2328,0,630,633070,952686,0388
Harris,3378,1870,234,304,515,0,532,633073,952495,0194
Harris,470,307,30,67,19,0,56,633092,953104,0826
Harris,2219,308,1534,15,49,0,347,633099,952379,0078
Harris,4128,118,339,25,2844,0,864,633108,952498,0197
Harris,3054,2143,126,259,50,0,557,633115,952581,0281
Harris,2405,434,1070,168,325,0,473,633116,952628,0329
Harris,5543,3230,561,327,615,0,1030,633120,952779,0484
Harris,4643,3049,417,189,234,0,908,633125,952335,0034
Harris,2595,1548,192,121,263,0,548,633128,952424,0123
Harris,6437,4769,481,126,290,1,985,633138,952649,0351
Harris,5595,2381,1325,271,1013,0,806,633140,952883,0589
Harris,2894,336,2050,55,121,0,371,633145,952641,0343
Harris,58,2,37,0,7,0,12,633155,953026,0736
Harris,0,1,0,0,0,0,0,633184,949753,0031
Harris,285,21,21,0,196,0,55,633191,953055,0769
Harris,4343,1920,965,385,621,0,578,633204,952963,0671
Harris,0,0,0,0,0,0,1,633206,949776,0054
Harris,0,4,1,0,0,0,4,64154,,
Harris,3779,2026,672,114,810,0,183,660928,1239908,0885
Harris,0,2,0,0,0,0,6,66393,,
Harris,0,4,1,0,0,0,4,66687,,
Harris,2,0,0,0,0,0,6,66710,,
Harris,1,5,1,0,0,0,14,66779,,
Harris,2,0,1,3,0,0,15,66810,,
Harris,0,3,0,0,0,0,5,66813,,
Harris,8,15,1,0,0,0,35,66814,,
Harris,1,0,0,0,0,0,9,66815,,
Harris,3,2,4,0,0,0,15,66843,,
Harris,0,0,0,0,1,0,3,66928,,
Harris,2,3,0,0,0,0,6,66930,,
Harris,2,8,0,0,0,0,14,66959,,
Harris,3,3,0,0,0,0,13,67725,,
Harris,1,2,1,0,0,0,10,67854,,
Harris,3,2,0,0,0,0,10,67857,,
Harris,1,0,0,0,0,0,6,67885,,
Harris,0,1,0,0,2,0,10,67940,,
Harris,3646,1175,1190,439,657,0,219,679835,1239902,0879
Harris,577,79,104,42,272,0,90,682140,1239907,0884
Harris,1,0,0,0,0,0,4,68410,,
Harris,6248,2001,1834,471,1745,0,237,689961,1239900,0877
Harris,5814,3709,735,562,577,1,264,692946,1239899,0876
Harris,7042,686,2626,203,3142,1,417,692949,1239906,0883
Harris,1809,1376,114,99,80,0,155,693591,1239901,0878
Harris,9505,2075,2833,647,3646,1,362,706285,1239904,0881
Harris,0,3,0,0,0,0,14,70735,,
Harris,2,1,0,0,2,0,7,70759,,
Harris,5270,2039,1166,707,1033,1,363,708568,1239898,0875
Harris,1,0,0,0,1,0,7,70905,,
Harris,2,5,0,0,0,0,10,71159,,
Harris,1,1,0,0,0,0,7,71212,,
Harris,3,1,0,0,1,0,14,71244,,
Harris,0,0,0,0,0,0,4,71245,,
Harris,5632,1080,1121,1632,1622,0,202,713287,1239905,0882
Harris,0,1,0,0,0,0,1,71341,,
Harris,2,3,1,0,1,0,14,71342,,
Harris,2,6,0,1,0,0,19,71346,,
Harris,1,1,0,0,0,0,13,71538,,
Harris,0,2,0,1,2,0,14,71801,,
Harris,3522,2470,390,276,149,1,261,719823,1239903,0880
Harris,0,1,0,0,0,0,13,72093,,
Harris,0,0,0,0,1,0,0,72164,,
Harris,0,2,0,0,0,0,6,72291,,
Harris,1,3,0,0,0,0,5,72293,,
Harris,0,2,0,0,0,0,3,72356,,
Harris,2,1,0,1,0,0,9,72362,,
Harris,1,2,0,0,0,0,7,72426,,
Harris,3,0,0,0,4,0,12,72780,,
Harris,0,0,1,0,0,0,3,73040,,
Harris,0,4,0,0,1,0,6,73213,,
Harris,5,7,2,1,3,0,22,73241,,
Harris,2,2,0,0,0,0,5,73245,,
Harris,0,0,0,0,0,0,1,73275,,
Harris,2,0,0,0,1,0,7,73276,,
Harris,1,1,0,0,0,0,12,73277,,
Harris,1,3,1,0,0,0,8,73330,,
Harris,3,1,2,0,1,0,11,73367,,
Harris,3,0,0,0,0,0,11,73373,,
Harris,2,2,0,0,0,0,10,73725,,
Harris,0,0,0,0,1,0,0,74024,,
Harris,1,0,0,0,0,0,5,74025,,
Harris,1,1,0,0,0,0,4,74545,,
Harris,0,0,0,0,1,0,8,74553,,
Harris,2,1,2,0,0,0,13,74611,,
Harris,1,2,0,0,3,0,14,74614,,
Harris,0,0,0,0,0,0,2,74869,,
Harris,1,2,0,0,0,0,4,75103,,
Harris,1,1,2,0,0,0,9,75280,,
Harris,4,2,0,1,1,0,15,75344,,
Harris,1,2,0,0,0,0,0,75532,,
Harris,1,2,0,0,0,0,4,75792,,
Harris,2,0,1,0,0,0,7,76121,,
Harris,0,0,0,0,1,0,0,76424,,
Harris,0,0,0,0,0,0,1,76510,,
Harris,2,0,0,0,0,0,8,76573,,
Harris,0,1,0,0,0,0,2,76594,,
Harris,2,0,0,0,0,0,8,76639,,
Harris,0,1,0,0,0,0,6,76674,,
Harris,3,5,0,0,0,0,11,76706,,
Harris,2,0,0,0,3,0,12,76707,,
Harris,1,0,0,0,0,0,9,76711,,
Harris,0,2,0,0,0,0,13,76922,,
Harris,1,1,0,0,0,0,4,76954,,
Harris,2,0,1,0,0,0,10,76993,,
Harris,1,0,1,0,0,0,3,77380,,
Harris,2,3,1,0,0,0,8,77439,,
Harris,0,1,0,0,0,0,4,77476,,
Harris,2,0,1,0,0,0,10,77600,,
Harris,5,1,0,0,0,0,11,77601,,
Harris,0,0,0,0,0,0,5,77749,,
Harris,5,0,2,0,0,0,15,77958,,
Harris,0,0,0,0,0,0,8,78395,,
Harris,0,1,0,0,0,0,4,78396,,
Harris,1,5,0,1,1,0,10,78486,,
Harris,2,3,0,0,0,0,5,78491,,
Harris,3,0,0,0,1,0,6,78587,,
Harris,3,3,0,0,0,0,12,78723,,
Harris,5,1,1,0,0,0,21,78726,,
Harris,0,0,0,0,0,0,4,78808,,
Harris,1,2,1,0,0,0,12,78812,,
Harris,1,0,0,0,0,0,2,78888,,
Harris,1,7,0,0,0,0,4,78958,,
Harris,5,4,1,0,3,0,24,78962,,
Harris,1,3,0,0,0,0,6,79096,,
Harris,3,1,0,0,0,0,5,79098,,
Harris,2,0,1,0,0,0,5,79353,,
Harris,2,3,0,0,0,0,12,79599,,
Harris,0,0,1,0,0,0,1,79882,,
Harris,0,0,0,1,4,0,17,79915,,
Harris,0,3,0,0,0,0,5,79976,,
Harris,0,2,0,0,0,0,2,80264,,
Harris,0,2,0,0,0,0,3,80403,,
Harris,0,2,0,0,1,0,2,80404,,
Harris,0,2,0,0,0,0,7,80405,,
Harris,1,1,0,0,0,0,15,80505,,
Harris,3,4,0,0,0,0,26,8053,,
Harris,1,0,0,0,0,0,6,80661,,
Harris,3,8,0,0,0,0,11,80794,,
Harris,0,0,0,0,0,0,5,80916,,
Harris,2,4,0,0,3,0,17,81066,,
Harris,3,7,0,0,2,0,9,81067,,
Harris,1,3,0,0,0,0,10,81068,,
Harris,1,2,0,0,0,0,8,81714,,
Harris,2,0,0,0,0,0,6,81716,,
Harris,1,0,0,0,1,0,4,81885,,
Harris,5,4,2,1,2,0,29,82101,,
Harris,3,4,0,0,0,0,13,82159,,
Harris,1,0,0,0,0,0,12,82262,,
Harris,1,0,0,0,0,0,13,82710,,
Harris,3,3,1,0,0,0,14,82785,,
Harris,1,5,0,0,1,0,4,82822,,
Harris,0,0,0,0,0,0,1,82823,,
Harris,0,0,0,0,0,0,1,83304,,
Harris,1,0,0,0,0,0,2,83378,,
Harris,2,4,0,0,0,0,7,83379,,
Harris,1,5,0,3,1,0,9,83478,,
Harris,0,0,0,0,0,0,2,83597,,
Harris,0,0,0,0,0,0,1,83599,,
Harris,2,0,0,0,1,0,9,83761,,
Harris,1,3,0,0,0,0,8,83895,,
Harris,3,2,1,0,2,0,18,83897,,
Harris,0,2,0,0,1,0,4,83899,,
Harris,1,0,0,0,0,0,4,83900,,
Harris,0,0,0,0,0,0,2,84032,,
Harris,0,3,0,0,0,0,10,84035,,
Harris,0,1,0,0,0,0,2,84167,,
Harris,2,3,0,0,0,0,5,84169,,
Harris,1,7,0,0,0,0,11,84199,,
Harris,1,1,0,0,1,0,7,84231,,
Harris,3,3,0,0,0,0,15,84232,,
Harris,2,1,0,0,0,0,9,84314,,
Harris,0,0,0,0,1,0,0,84317,,
Harris,1,0,0,0,1,0,4,84448,,
Harris,1,1,0,0,0,0,3,85305,,
Harris,1,0,0,0,0,0,3,85386,,
Harris,0,0,0,0,0,0,4,85708,,
Harris,0,2,0,0,1,0,6,85745,,
Harris,2,2,0,0,0,0,7,85934,,
Harris,3,5,0,0,0,0,19,86093,,
Harris,2,0,0,0,0,0,4,86096,,
Harris,1,4,0,0,0,0,7,86099,,
Harris,2,1,0,0,0,0,6,86220,,
Harris,3,1,0,0,1,0,7,86221,,
Harris,0,0,0,0,0,0,1,86393,,
Harris,1,0,0,0,0,0,3,86464,,
Harris,2,3,0,0,0,0,22,86591,,
Harris,1,6,0,0,0,0,6,86969,,
Harris,1,0,0,0,0,0,3,87188,,
Harris,3,7,1,1,1,0,16,87316,,
Harris,1,4,0,0,1,0,16,87394,,
Harris,0,1,0,0,0,0,0,87445,,
Harris,0,4,0,0,0,0,2,87476,,
Harris,4,1,0,0,0,0,8,87479,,
Harris,0,1,0,0,0,0,3,87559,,
Harris,5,2,0,0,6,0,40,87929,,
Harris,1,1,0,0,0,0,7,90195,,
Harris,0,3,0,0,0,0,11,90279,,
Harris,1,0,0,0,0,0,5,90280,,
Harris,0,1,0,0,0,0,1,90344,,
Harris,0,1,0,0,0,0,7,90379,,
Harris,3,4,0,0,0,0,17,90602,,
Harris,1,0,1,0,0,0,3,90659,,
Harris,0,0,0,0,0,0,2,91202,,
Harris,1,3,2,0,0,0,14,91463,,
Harris,0,0,0,0,0,0,3,91766,,
Harris,0,0,0,0,0,0,1,91923,,
Harris,0,2,0,0,0,0,7,92255,,
Harris,0,5,0,0,0,0,15,92508,,
Harris,1,1,0,0,0,0,2,92511,,
Harris,2,0,0,0,0,0,7,92646,,
Harris,0,0,0,0,0,0,3,92647,,
Harris,3,2,0,3,2,0,27,92649,,
Harris,3,0,0,0,0,0,8,92738,,
Harris,1,4,0,0,1,0,12,92739,,
Harris,0,1,1,0,0,0,4,92742,,
Harris,2,0,0,0,0,0,11,92904,,
Harris,2,0,0,0,2,0,11,93073,,
Harris,2,2,0,0,0,0,11,93074,,
Harris,0,2,0,0,0,0,9,93467,,
Harris,1,2,0,0,0,1,2,93468,,
Harris,1,1,1,0,1,0,5,93521,,
Harris,1,0,0,0,0,0,3,93522,,
Harris,0,0,0,0,0,0,2,93991,,
Harris,0,1,0,0,0,0,6,94191,,
Harris,3,3,0,2,1,0,11,94546,,
Harris,0,0,0,0,0,0,4,94937,,
Harris,0,1,0,0,0,0,3,94991,,
Harris,1,0,1,0,0,0,8,95023,,
Harris,1227,855,135,71,58,0,127,950528,1709611,0886
Harris,705,514,70,39,35,0,54,950529,1709612,0887
Harris,1,0,0,0,1,0,5,95053,,
Harris,252,129,45,6,65,0,8,950530,1709613,0889
Harris,2981,1708,235,97,639,0,325,950531,1709614,0890
Harris,1889,1021,151,222,258,0,253,950532,1709615,0891
Harris,1888,796,242,98,578,0,183,950533,1709616,0892
Harris,9,3,0,0,6,0,0,950534,1709617,0893
Harris,1065,862,48,55,14,0,88,950535,1709618,0895
Harris,2209,1721,119,99,82,0,209,950536,1709619,0896
Harris,2588,1207,456,134,622,1,184,950537,1709620,0897
Harris,2426,855,798,149,616,0,11,950538,1709621,0898
Harris,1459,866,125,376,90,0,6,950539,1709622,0899
Harris,18,4,9,0,2,0,3,950540,1709623,0900
Harris,3791,2713,478,185,186,0,265,950541,1709624,0902
Harris,3166,2345,517,167,128,0,17,950542,1709625,0903
Harris,8,1,0,3,4,0,0,950543,1709626,0904
Harris,1191,253,774,20,50,0,97,950544,1709627,0905
Harris,35,30,1,3,0,0,1,950545,1709628,0906
Harris,276,69,37,6,144,0,26,950546,1709629,0907
Harris,24,2,22,0,0,0,0,950547,1709630,0909
Harris,316,48,229,3,11,0,26,950548,1709631,0910
Harris,830,472,151,13,91,0,107,950549,1709632,0911
Harris,1895,918,378,67,384,1,162,950550,1709633,0912
Harris,210,42,76,3,67,0,24,950551,1709634,0914
Harris,4066,3149,434,152,234,0,106,950552,1709635,0916
Harris,181,27,37,0,82,0,39,950553,1709636,0917
Harris,73,1,0,1,4,0,71,950554,1709637,0918
Harris,102,87,9,1,2,0,3,950556,1709639,0920
Harris,75,5,36,0,33,0,1,950557,1709640,0921
Harris,4521,3234,449,459,341,0,48,950558,1709641,0923
Harris,1454,883,180,242,104,0,45,950559,1709642,0926
Harris,2187,1641,393,88,44,1,29,950560,1709643,0927
Harris,9,0,0,0,9,0,0,950561,1709644,0928
Harris,788,49,274,8,402,1,60,950562,1709645,0930
Harris,144,104,11,18,3,0,10,950563,1709646,0931
Harris,1042,361,82,128,369,0,112,950564,1709647,0933
Harris,83,27,4,0,43,0,10,950565,1709648,0934
Harris,77,16,47,1,3,0,10,950566,1709649,0935
Harris,132,32,59,3,21,0,17,950567,1709650,0936
Harris,391,56,159,18,92,0,68,950568,1709651,0938
Harris,2,2,1,0,0,0,0,950569,1709652,0939
Harris,37,4,7,0,23,0,3,950570,1709653,0940
Harris,1233,802,209,53,168,0,6,950571,1709654,0941
Harris,195,149,6,19,2,0,19,950572,1709655,0942
Harris,905,102,366,99,269,0,72,950573,1709656,0943
Harris,5,0,0,0,0,0,5,950574,1709657,0944
Harris,21,2,19,0,0,0,0,950575,1709658,0945
Harris,22,3,15,0,2,0,2,950576,1709659,0946
Harris,1005,750,93,47,26,0,94,950577,1709660,0947
Harris,265,148,55,21,17,0,24,950578,1709661,0949
Harris,409,69,188,13,128,0,13,950579,1709662,0951
Harris,87,54,10,7,4,0,12,950580,1709663,0952
Harris,121,1,4,0,3,0,115,950581,1709664,0953
Harris,8567,6777,921,625,234,0,28,950582,1709665,0955
Harris,1,0,0,0,0,0,1,950583,1709666,0956
Harris,689,74,147,62,374,0,33,950584,1709667,0957
Harris,1464,162,577,193,453,0,85,950585,1709668,0958
Harris,2117,400,378,103,1200,1,48,950586,1709669,0960
Harris,2746,174,1005,291,1258,0,26,950587,1709670,0961
Harris,227,101,33,3,73,0,18,950588,1709671,0962
Harris,980,263,477,41,155,0,48,950589,1709672,0963
Harris,5846,2996,1054,270,1459,0,84,950590,1709673,0964
Harris,465,259,106,16,19,0,65,950591,1709674,0965
Harris,1874,451,512,54,662,1,210,950592,1709675,0966
Harris,253,88,28,10,119,0,9,950593,1709676,0967
Harris,2557,558,595,57,1308,1,42,950594,1709677,0968
Harris,741,8,16,0,666,0,55,950595,1709678,0969
Harris,1227,168,351,12,561,0,144,950596,1709679,0970
Harris,23,0,0,0,0,0,25,950597,1709680,0971
Harris,3,1,0,0,0,0,2,950598,1709681,0972
Harris,1347,875,291,75,86,1,24,950599,1709682,0973
Harris,29,1,0,0,0,0,29,950600,1709683,0974
Harris,223,128,34,4,43,0,14,950601,1709684,0975
Harris,995,348,490,4,63,0,97,950602,1709685,0976
Harris,1026,189,383,196,173,0,88,950603,1709686,0977
Harris,26,0,0,0,0,0,27,950604,1709687,0978
Harris,1,0,0,0,0,0,1,950605,1709688,0979
Harris,1561,973,127,291,108,0,67,950606,1709689,0980
Harris,6442,4732,837,441,360,1,87,950607,1709690,0982
Harris,312,164,39,20,46,0,43,950608,1709691,0983
Harris,370,33,60,14,213,0,51,950609,1709692,0984
Harris,415,240,37,27,60,0,52,950610,1709693,0985
Harris,714,95,166,8,367,0,85,950611,1709694,0986
Harris,1442,77,457,19,794,0,99,950612,1709695,0987
Harris,151,109,17,5,5,0,15,950613,1709696,0988
Harris,3,0,0,0,0,0,5,950614,1709697,0989
Harris,95,11,36,31,0,0,19,950615,1709698,0990
Harris,5,4,0,1,0,0,0,950616,1709699,0991
Harris,1403,618,458,48,171,0,117,950617,1709700,0992
Harris,51,5,0,0,0,0,50,950618,1709701,0993
Harris,282,137,21,53,70,0,2,950619,1709702,0994
Harris,2403,269,535,142,1308,0,154,950620,1709703,0995
Harris,893,416,253,48,101,0,76,950621,1709704,0996
Harris,2824,474,245,34,1759,0,344,950622,1709705,0997
Harris,99,60,25,4,8,0,3,950623,1709706,0998
Harris,3,1,0,0,0,0,3,950624,1709707,0999
Harris,554,48,188,67,180,0,76,950625,1709708,1000
Harris,2145,249,477,265,965,0,213,950626,1709709,1001
