county_name,reg_voters,white,latinx,aapi,black,native,missing,dnc_precinct_id,van_precinct_id,van_precinct_name
Carson,13,6,0,0,0,0,24,610294,950117,0202
Carson,8,2,0,0,0,0,14,620600,953589,0021
Carson,1087,858,30,0,0,0,263,620702,950120,0401
Carson,0,1,0,0,0,0,3,80846,,
Carson,0,0,0,0,0,0,1,82158,,
Carson,2,3,0,0,0,0,8,98485,,
Cass,248,29,0,0,7,0,303,,,
Cass,0,0,1,0,0,0,1,101251,,
Cass,2,2,0,0,0,0,0,1083956,1902039,99999
Cass,0,3,0,0,0,0,8,163970,,
Cass,26,0,0,0,1,0,28,253944,,
Cass,42,2,0,0,1,0,44,266978,,
Cass,12,1,0,0,0,0,13,283814,950124,0003
Cass,60,4,0,0,1,0,61,285716,,
Cass,37,6,0,0,0,0,41,285721,,
Cass,28,2,0,0,0,0,29,287642,,
Cass,0,0,0,0,0,0,3,289200,,
Cass,3,3,0,0,0,0,7,297457,,
Cass,19,2,0,0,0,0,21,303999,,
Cass,59,3,0,0,0,0,69,307844,,
Cass,1,0,0,0,0,0,7,311727,,
Cass,1,0,0,0,0,0,2,313334,,
Cass,0,0,0,0,0,0,3,313520,,
Cass,0,3,0,0,0,0,1,315448,,
Cass,0,0,0,0,0,0,1,315543,,
Cass,0,3,0,0,0,0,1,317718,,
Cass,2,3,0,0,0,0,6,317722,,
Cass,0,1,0,0,2,0,6,323795,,
Cass,0,0,0,0,0,0,1,332055,,
Cass,0,1,0,0,0,0,0,338179,,
Cass,2,1,0,0,0,0,6,341883,,
Cass,1,2,1,0,0,0,2,342079,,
Cass,3,2,0,0,0,0,5,342222,,
Cass,1,2,0,0,0,0,6,344275,,
Cass,0,2,0,0,0,0,1,346189,,
Cass,0,3,0,0,0,0,5,357858,,
Cass,46,3,0,0,1,0,56,373812,,
Cass,1,0,0,0,0,0,8,379203,,
Cass,1,1,0,0,0,0,1,49236,,
Cass,4578,3234,56,13,578,1,808,523532,950122,0001
Cass,4,0,0,0,0,0,12,525504,954387,0001
Cass,378,301,3,0,12,0,71,533644,950142,0021
Cass,621,422,6,1,97,0,106,537337,950125,0004
Cass,1,0,0,0,0,0,2,537403,951301,0309
Cass,1375,952,14,0,186,0,249,541495,950133,0012
Cass,7,1,0,0,0,0,8,541552,954648,0401
Cass,4,0,0,0,1,0,7,543563,954392,0006
Cass,1,0,0,0,0,0,2,547131,954389,0003
Cass,2998,2151,60,4,340,2,531,547251,950128,0007
Cass,1,0,0,0,0,0,1,555192,954644,0202
Cass,749,611,4,0,35,1,105,555295,950139,0019
Cass,16,1,0,0,1,0,19,555342,,
Cass,314,237,6,1,21,0,50,563232,950149,0020e
Cass,666,542,12,1,26,0,95,574995,950127,0006
Cass,751,640,5,1,7,0,112,576697,950138,0018
Cass,1496,1006,8,1,285,1,227,576765,950130,0009
Cass,2972,2361,29,6,190,0,444,588475,950134,0014
Cass,4616,3485,42,13,426,1,756,588535,950137,0017
Cass,1,2,0,0,0,0,2,588556,954388,0002
Cass,0,0,0,0,0,0,2,588563,954393,0007
Cass,717,574,7,2,43,0,107,600470,950135,0015
Cass,1024,594,7,2,262,2,175,600484,950132,0011
Cass,2486,1161,25,6,871,0,482,602367,950145,0013t
Cass,1092,874,10,1,71,0,172,608381,950126,0005
Cass,18,4,0,0,0,0,22,608387,,
Cass,713,564,9,0,26,0,122,610300,950136,0016
Cass,589,415,1,1,87,0,103,622619,950123,0002
Cass,1,0,0,0,1,0,3,633053,954646,0302
Cass,2,0,0,0,0,0,2,633199,954649,0402
Cass,0,0,0,0,0,0,3,78816,,
Cass,0,0,0,0,0,0,6,90599,,
Castro,51,16,7,0,0,0,69,,,
Castro,1,3,1,0,0,0,6,311474,,
Castro,2,0,0,0,0,0,10,315721,,
Castro,3,0,0,0,0,0,10,334102,,
Castro,0,1,0,0,0,0,7,334165,,
Castro,1,2,0,0,0,0,4,342208,,
Castro,0,0,0,0,0,0,1,346182,,
Castro,0,0,0,0,0,0,1,362302,,
Castro,0,1,0,0,0,0,1,373550,,
Castro,298,143,115,0,1,1,58,491906,950157,0307
Castro,792,180,435,6,14,0,198,491923,950158,0401
Castro,0,2,0,0,0,0,0,49388,,
Castro,190,130,36,0,1,0,33,553233,950155,0206
Castro,102,42,37,0,1,0,29,563267,950152,0105
Castro,1,0,0,0,0,0,2,565047,955018,0101
Castro,2,1,0,0,0,0,2,565119,951208,0002
Castro,739,630,21,0,1,0,121,578625,950159,0408
Castro,1248,744,293,4,11,0,287,588690,950156,0301
Castro,3,0,0,0,0,0,7,596544,950153,0109
Castro,1115,200,655,1,22,0,285,596649,950154,0201
Castro,991,285,529,2,11,0,224,620676,950151,0101
Chambers,187,81,0,1,2,0,266,,,
Chambers,2,1,0,0,1,0,0,1011800,1902040,9999
Chambers,2785,1618,633,73,459,0,4,1064905,1941580,0015
Chambers,4,4,1,0,1,0,21,107298,,
Chambers,0,1,0,0,1,0,5,153248,,
Chambers,4,14,4,1,2,0,28,289536,,
Chambers,1,1,0,0,1,0,4,313463,,
Chambers,0,1,0,0,0,0,1,315722,,
Chambers,1,1,0,0,0,0,10,325877,,
Chambers,3,3,0,0,0,0,14,346332,,
Chambers,11,8,0,0,0,0,32,346385,,
Chambers,0,1,0,0,0,0,0,346410,,
Chambers,0,0,0,0,0,0,1,350144,,
Chambers,1,0,0,0,0,0,4,353989,,
Chambers,4,19,1,0,0,0,34,355932,,
Chambers,1,2,0,0,2,0,7,356065,,
Chambers,2,5,0,0,0,0,15,362093,,
Chambers,1,0,0,0,0,0,1,379289,,
Chambers,1,14,0,0,0,0,20,46927,,
Chambers,22,4,1,0,0,0,33,484150,954098,0024
Chambers,1,0,0,0,0,0,1,495955,954096,0022
Chambers,0,0,0,0,0,0,1,523535,949678,0010
Chambers,676,382,62,10,105,0,127,525472,950162,0003
Chambers,11,1,0,0,0,0,11,531441,953671,0029
Chambers,1160,617,62,3,292,0,213,541549,950161,0002
Chambers,3412,2238,368,35,180,1,894,547231,950170,0011
Chambers,3220,2043,213,29,326,1,733,555162,950165,0006
Chambers,894,631,29,1,64,0,206,555187,950160,0001
Chambers,573,367,27,57,10,0,127,561289,950168,0009
Chambers,3374,2475,238,38,61,1,667,563276,950166,0007
Chambers,6275,5031,539,50,208,0,577,565110,950169,0010
Chambers,0,1,0,0,0,0,0,566977,954105,0031
Chambers,5529,4471,592,34,126,1,445,567039,950167,0008
Chambers,1,1,0,0,0,0,2,582510,954084,0010
Chambers,1,1,0,0,0,0,1,586698,954104,0030
Chambers,4791,3856,292,41,103,1,664,588603,950163,0004
Chambers,3096,2514,187,8,46,0,464,594646,950164,0005
Chambers,2095,1302,130,9,306,0,427,596714,950171,0012
Chambers,1,0,0,0,0,0,2,600420,954095,0021
Chambers,0,0,0,0,0,0,1,76639,,
Chambers,0,0,0,0,0,0,1,86967,,
Chambers,602,427,128,0,10,0,40,941807,1708816,0014
Cherokee,252,68,4,0,11,0,341,,,
Cherokee,10,4,1,0,5,0,0,1001346,1867149,9999
Cherokee,0,4,0,0,1,0,4,132067,,
Cherokee,1,3,0,0,0,0,10,24428,,
Cherokee,4,3,0,0,0,0,13,289201,,
Cherokee,0,2,0,0,0,0,6,289588,,
Cherokee,0,0,0,0,2,0,10,311612,,
Cherokee,0,2,0,0,0,0,0,315654,,
Cherokee,0,2,0,0,0,0,0,315696,,
Cherokee,0,0,0,0,0,0,1,317921,,
Cherokee,1,5,0,0,1,0,4,333948,,
Cherokee,0,0,0,0,0,0,2,336094,,
Cherokee,0,0,0,0,0,0,1,341932,,
Cherokee,1,2,0,0,0,0,3,346338,,
Cherokee,0,0,0,0,0,0,3,346395,,
Cherokee,0,1,0,0,0,0,0,350171,,
Cherokee,3,7,0,0,2,0,16,356059,,
Cherokee,0,0,0,0,0,0,1,356060,,
Cherokee,0,4,0,0,0,0,1,357932,,
Cherokee,0,2,0,0,0,0,1,360210,,
Cherokee,0,1,0,0,0,0,1,362352,,
Cherokee,0,2,0,0,1,0,1,373802,,
Cherokee,1528,902,71,2,262,0,330,484106,950182,0026
Cherokee,1085,667,219,0,65,0,149,517553,950196,0045
Cherokee,4,1,0,0,0,0,6,517599,955387,0029
Cherokee,808,682,21,0,7,0,116,527506,950199,0048
Cherokee,42,12,0,0,1,0,56,533342,950178,0016
Cherokee,4,0,0,0,0,0,10,533436,955399,0041
Cherokee,4588,2720,505,40,534,0,992,533497,950177,0015
Cherokee,1778,1569,48,5,23,0,181,533538,950188,0034
Cherokee,1337,1071,23,0,76,0,199,533539,950181,0025
Cherokee,1729,1316,60,5,124,1,248,547160,950174,0012
Cherokee,1767,1460,86,7,28,0,226,551180,950176,0014
Cherokee,1563,1265,64,4,55,1,180,559142,950175,0013
Cherokee,979,794,32,5,34,1,158,561367,950197,0046
Cherokee,52,6,0,0,0,0,62,563336,950172,0010
Cherokee,1748,1371,118,3,41,0,242,565027,950195,0044
Cherokee,0,1,0,0,0,0,0,570812,955243,0417
Cherokee,1169,333,305,2,211,0,386,572782,950192,0038
Cherokee,8,0,0,0,0,0,9,572796,955244,0418
Cherokee,1,0,0,0,0,0,1,572871,955341,0005
Cherokee,2025,950,229,18,356,0,583,574832,950194,0043
Cherokee,0,0,0,0,1,0,1,574922,948852,0023
Cherokee,1168,965,47,3,34,0,136,574990,950186,0032
Cherokee,30,3,0,0,0,0,36,578725,950173,0011
Cherokee,1367,917,52,4,260,0,170,582535,950183,0027
Cherokee,1938,368,187,0,932,0,525,582538,950193,0042
Cherokee,27,6,0,0,1,0,24,588573,950185,0029
Cherokee,0,0,0,0,0,0,1,588637,953494,0011
Cherokee,2535,1999,44,5,155,1,442,588681,950187,0033
Cherokee,551,405,25,0,35,0,112,594726,950198,0047
Cherokee,2760,1761,70,17,388,0,630,596538,950180,0024
Cherokee,595,348,49,2,101,1,106,610100,950191,0037
Cherokee,1265,1069,30,2,19,0,156,620633,950179,0023
Cherokee,1407,953,57,6,198,1,215,622569,950189,0035
Cherokee,2282,1715,106,1,101,0,421,622694,950190,0036
Cherokee,778,675,6,1,13,0,95,622704,950184,0028
Cherokee,0,1,0,0,0,0,1,66612,,
Cherokee,0,0,0,0,0,0,2,73333,,
Cherokee,0,1,0,0,0,0,1,76593,,
Cherokee,0,0,0,0,0,0,1,76991,,
Cherokee,0,3,0,0,1,0,10,82825,,
Cherokee,777,560,41,0,115,0,63,941808,1708817,0022
Cherokee,0,0,0,0,0,0,2,99139,,
Childress,68,18,0,1,0,0,83,,,
Childress,0,0,0,0,0,0,3,148099,,
Childress,0,1,1,0,0,0,2,297491,,
Childress,3,5,0,0,0,0,9,325571,,
Childress,0,1,0,0,0,0,2,373799,,
Childress,1,2,0,0,0,0,3,379431,,
Childress,1147,778,152,0,19,0,238,491909,950200,0101
Childress,1300,831,158,7,71,0,286,541488,950202,0301
Childress,1,1,0,0,0,0,1,547238,954652,0003
Childress,1320,946,123,3,13,0,281,574921,950201,0201
Childress,1432,994,136,20,21,0,313,578642,950203,0401
Childress,2,0,0,0,0,0,2,598493,952255,0301
Clay,126,35,3,0,0,0,168,,,
Clay,1,1,0,0,0,0,3,107208,,
Clay,0,0,0,0,0,0,3,110302,,
Clay,0,2,0,0,0,0,6,140531,,
Clay,1,0,0,0,0,0,7,24634,,
Clay,2,1,0,0,0,0,2,297524,,
Clay,0,0,0,0,0,0,1,313603,,
Clay,0,1,1,0,0,0,0,313731,,
Clay,0,1,0,0,0,0,1,45059,,
Clay,0,1,0,0,0,0,1,45264,,
Clay,1242,1078,29,0,1,0,179,484219,950209,0011
Clay,619,496,11,0,0,0,141,491887,950205,0006
Clay,1114,924,13,1,3,0,228,495977,950206,0008
Clay,263,217,5,0,0,0,50,531450,950217,0026
Clay,501,418,0,1,3,0,106,555432,950216,0024
Clay,359,320,5,1,1,0,42,565138,950208,0010
Clay,771,574,15,1,3,0,208,565223,950218,0027
Clay,1447,1140,23,1,4,0,337,567110,950204,0001
Clay,635,534,5,0,0,0,126,572844,950215,0020
Clay,299,257,10,0,1,0,44,576760,950219,0032
Clay,1397,1131,28,5,6,1,306,594634,950214,0017
Clay,216,186,2,1,0,0,32,596571,950211,0013
Clay,0,5,0,0,0,0,6,59700,,
Clay,678,534,3,1,1,0,166,608286,950213,0015
Clay,0,0,0,0,0,0,3,62024,,
Clay,713,573,10,1,2,0,154,620601,950207,0009
Clay,485,384,15,0,2,0,103,622576,950210,0012
Clay,236,183,3,0,0,0,55,622656,950212,0014
Clay,3,0,0,0,0,0,6,633030,954534,0002
Clay,1,0,0,0,0,0,1,633085,948893,0012
Clay,1,4,0,0,0,0,2,74250,,
Clay,2,1,0,0,0,0,4,83484,,
Clay,0,0,0,0,0,0,5,96924,,
Cochran,19,11,2,0,1,0,29,,,
Cochran,0,2,0,0,0,0,0,122403,,
Cochran,1,0,0,0,0,0,1,262902,,
Cochran,1,1,0,0,0,0,5,353782,,
Cochran,0,0,1,0,0,0,3,37927,,
Cochran,573,276,183,2,4,0,137,551253,950224,0306
Cochran,680,316,231,2,16,2,143,563218,950220,0101
Cochran,113,83,17,1,0,0,22,565168,950223,0303
Cochran,1,0,0,0,0,0,1,565195,953424,0021
Cochran,626,357,154,0,9,1,169,576741,950221,0202
Cochran,492,137,228,3,15,0,142,598546,950225,0404
Cochran,1,5,0,0,0,0,5,85935,,
Cochran,0,0,0,0,0,0,2,95588,,
Cochran,1,0,0,0,0,0,3,98058,,
Coke,14,7,0,0,0,0,18,,,
Coke,0,5,0,0,0,0,5,116784,,
Coke,1,6,0,0,0,0,5,346350,,
Coke,0,1,0,0,0,0,1,484131,956185,0348
Coke,894,699,32,0,1,1,201,533359,950227,0002
Coke,2,4,1,0,0,0,6,56110,,
Coke,0,0,0,0,0,0,4,578606,956151,0131
Coke,981,691,89,1,4,0,229,586696,950228,0003
Coke,800,562,70,1,1,0,217,606343,950229,0004
Coke,900,644,62,2,5,1,237,608332,950226,0001
Coke,0,2,0,0,0,0,6,61970,,
Coleman,85,18,2,0,0,0,106,,,
Coleman,6,2,0,0,0,0,5,274134,,
Coleman,3,4,0,0,0,0,16,301607,,
Coleman,1,5,0,0,0,0,4,301629,,
Coleman,2,6,0,0,0,0,11,315630,,
Coleman,2,4,0,0,0,0,4,325895,,
Coleman,1,7,0,0,0,0,4,362462,,
Coleman,2,1,0,0,0,0,3,523507,955215,0003
Coleman,0,0,0,0,0,0,2,525517,950008,0001
Coleman,1,0,0,0,0,0,1,533602,949901,0101
Coleman,1,0,0,0,0,0,1,565237,955213,0001
Coleman,2240,1707,92,5,9,1,525,602439,950233,0004
Coleman,1611,1167,137,2,24,0,338,606291,950231,0002
Coleman,603,447,41,1,5,0,140,606325,950234,0002e
Coleman,2011,1431,148,3,23,0,502,606416,950232,0003
Coleman,2226,1638,124,7,29,0,516,608270,950230,0001
Coleman,0,1,0,0,0,0,3,84380,,
Collin,10707,2646,131,67,262,0,14354,,,
Collin,1677,870,81,570,154,0,4,1001347,1867150,0210
Collin,3822,3044,230,212,327,0,27,1001348,1867151,0211
Collin,4552,1993,149,1928,460,0,26,1001349,1867152,0212
Collin,3851,2346,337,631,513,1,31,1001350,1867153,0213
Collin,4232,3847,111,130,137,0,17,1001351,1867154,0214
Collin,1,0,0,0,1,0,0,1001352,1867155,9999
Collin,0,1,1,0,0,0,0,101456,,
Collin,3,9,2,0,4,0,34,103257,,
Collin,0,0,0,0,0,0,3,103306,,
Collin,3,3,1,0,0,0,9,105644,,
Collin,6508,5494,494,108,411,1,8,1064918,1941582,0216
Collin,3849,1886,221,1165,580,1,6,1064919,1941591,0225
Collin,3902,2264,166,1219,255,0,1,1064931,1941584,0218
Collin,2494,1955,210,116,220,0,0,1064947,1941583,0217
Collin,2694,2363,105,112,109,0,11,1064948,1941590,0224
Collin,3254,1750,150,1041,315,0,2,1064960,1941588,0222
Collin,1982,1394,82,386,122,0,2,1064961,1941589,0223
Collin,4137,1971,338,1261,562,0,8,1064968,1941586,0220
Collin,5107,4392,256,190,271,0,7,1064969,1941587,0221
Collin,2311,1951,271,15,70,1,3,1064977,1941581,0215
Collin,3392,2487,138,591,178,0,2,1064978,1941585,0219
Collin,4644,3284,358,306,704,0,2,1064979,1941592,0226
Collin,0,8,1,1,2,0,10,107099,,
Collin,4,6,1,0,0,0,14,107696,,
Collin,3602,2284,275,391,654,0,0,1081460,2009641,0238
Collin,4295,2625,321,614,740,0,0,1081464,2009593,0230
Collin,4192,2889,317,616,367,4,0,1081468,2009594,0227
Collin,1948,1060,66,725,97,0,0,1081474,2009598,0234
Collin,2776,2347,125,171,133,0,0,1081478,2009631,0236
Collin,1911,999,91,708,114,0,0,1081479,2009629,0235
Collin,2167,1165,222,320,461,0,0,1081480,2009595,0237
Collin,3273,2442,291,160,381,0,0,1081492,2009596,0232
Collin,4218,2767,678,159,617,1,0,1081500,2009627,0228
Collin,2879,2084,241,184,370,0,0,1081506,2009638,0231
Collin,1775,1288,166,74,248,0,0,1081507,2009640,0233
Collin,4094,3413,211,183,282,5,0,1081509,2009599,0239
Collin,1189,836,95,89,166,3,0,1081517,2009607,0229
Collin,2,6,0,1,0,0,13,108792,,
Collin,0,1,0,0,0,0,3,116786,,
Collin,0,3,0,0,0,0,6,118807,,
Collin,2,6,0,1,1,0,11,118976,,
Collin,1,2,0,0,0,0,7,119360,,
Collin,1,9,0,0,0,0,13,119817,,
Collin,0,4,0,0,1,0,6,121084,,
Collin,1,11,1,0,0,0,5,122798,,
Collin,2,1,0,0,0,0,11,123288,,
Collin,0,2,0,0,0,0,2,123460,,
Collin,2,0,0,0,1,0,4,125580,,
Collin,0,1,0,0,0,0,8,125704,,
Collin,1,5,1,0,1,0,17,129702,,
Collin,0,2,0,1,0,0,8,136956,,
Collin,2,1,0,0,0,0,6,138424,,
Collin,0,1,1,0,1,0,15,141316,,
Collin,1,3,0,0,0,0,4,146598,,
Collin,1,4,0,0,1,0,1,155895,,
Collin,5,5,0,0,0,0,12,163259,,
Collin,0,1,0,0,0,0,1,1753,,
Collin,1,4,0,0,1,0,9,175857,,
Collin,2,4,0,0,0,0,10,26651,,
Collin,3,12,3,0,2,0,15,289459,,
Collin,0,1,0,0,0,0,3,297274,,
Collin,4,12,0,0,0,0,15,297278,,
Collin,3,9,1,0,0,0,10,297346,,
Collin,0,11,0,0,0,0,9,297456,,
Collin,1,12,0,0,0,0,11,301593,,
Collin,5,10,0,2,1,0,21,301613,,
Collin,0,8,0,1,0,0,21,313417,,
Collin,3,7,1,0,0,0,17,313456,,
Collin,2,5,1,0,1,0,12,313599,,
Collin,2,3,0,0,0,0,16,313657,,
Collin,2,1,0,0,0,0,4,315501,,
Collin,1,1,0,0,0,0,3,315507,,
Collin,4,5,0,0,0,0,22,315515,,
Collin,0,0,0,1,0,0,9,315702,,
Collin,0,3,0,0,0,0,12,315743,,
Collin,2,7,0,0,0,0,6,317915,,
Collin,0,3,1,0,2,0,7,317929,,
Collin,4,5,1,0,0,0,17,323801,,
Collin,1,7,1,0,0,0,9,323822,,
Collin,0,2,1,0,0,0,8,323855,,
Collin,0,0,0,0,0,0,1,325615,,
Collin,0,11,0,1,0,0,14,325821,,
Collin,0,1,0,0,0,0,1,325868,,
Collin,0,2,0,0,0,0,2,329900,,
Collin,0,6,0,0,0,0,6,329927,,
Collin,2,12,0,0,0,0,10,331799,,
Collin,5,4,0,0,0,0,14,331886,,
Collin,4,13,0,0,1,0,20,333915,,
Collin,0,5,1,0,0,0,7,333983,,
Collin,0,0,0,0,1,0,5,334183,,
Collin,1,3,2,0,2,0,17,336126,,
Collin,3,4,1,0,1,0,7,336143,,
Collin,2,0,0,0,0,0,7,336210,,
Collin,2,8,2,0,1,0,23,336321,,
Collin,7,0,0,0,1,0,23,337993,,
Collin,1,3,0,0,0,0,13,338089,,
Collin,2,8,0,1,5,0,10,338156,,
Collin,0,0,0,0,0,0,2,338245,,
Collin,5,3,0,0,0,0,19,346389,,
Collin,1,0,0,0,2,0,7,354020,,
Collin,0,1,0,0,0,0,2,354069,,
Collin,1,13,0,2,4,0,17,355858,,
Collin,4,7,0,0,2,0,19,355881,,
Collin,5,2,0,0,0,0,10,357935,,
Collin,0,11,0,0,0,0,13,358156,,
Collin,2,5,0,0,0,0,4,360330,,
Collin,0,1,0,0,0,0,0,362202,,
Collin,6,10,0,0,7,0,28,362417,,
Collin,3,2,0,0,1,0,13,362446,,
Collin,5,9,1,0,3,0,20,371652,,
Collin,2,4,0,0,1,0,11,379287,,
Collin,2,5,0,0,0,0,10,379394,,
Collin,1,3,0,1,0,0,7,379449,,
Collin,0,0,0,0,1,0,0,379465,,
Collin,0,1,0,0,0,0,4,38257,,
Collin,1,2,1,0,0,0,8,4075,,
Collin,1,9,1,0,3,0,18,44982,,
Collin,0,2,0,0,0,0,1,45823,,
Collin,0,2,0,0,0,0,7,46453,,
Collin,0,6,0,0,0,0,9,46875,,
Collin,2,10,2,0,0,0,12,48174,,
Collin,4305,2010,879,177,455,1,990,484082,950281,0046
Collin,2430,1257,459,21,172,1,625,484083,950279,0044
Collin,5402,3464,327,734,650,0,329,484096,950388,0153
Collin,2560,1489,306,108,277,0,477,484102,950261,0026
Collin,3727,2375,149,418,308,0,670,484120,950321,0086
Collin,0,0,0,0,0,0,1,484136,955766,2522
Collin,7044,3778,501,1124,923,0,979,484206,950369,0134
Collin,1,11,0,0,0,0,16,48887,,
Collin,3,3,0,1,0,0,7,48995,,
Collin,334,280,7,3,0,0,53,491938,950328,0093
Collin,5189,3834,428,27,201,1,896,491956,950246,0011
Collin,6441,3845,189,1475,233,0,909,491963,950354,0119
Collin,4868,2584,193,1276,255,0,774,495945,950392,0157
Collin,3956,2685,191,274,337,0,783,495970,950377,0142
Collin,6672,4070,365,790,765,1,908,507674,950273,0038
Collin,9,0,0,0,0,0,9,507675,951703,0011
Collin,39,18,11,4,0,0,7,507679,950335,0100
Collin,1372,1179,65,14,27,0,98,511474,950389,0154
Collin,1,0,0,0,0,0,2,511571,951702,0010
Collin,4719,3013,311,499,291,0,861,511575,950290,0055
Collin,5805,3020,324,918,765,0,1056,511579,950374,0139
Collin,0,1,0,0,0,0,0,513564,950656,1702
Collin,1,1,0,0,0,0,0,513605,951255,0137
Collin,2127,1265,179,138,202,4,434,513622,950242,0007
Collin,2583,1190,152,395,314,1,754,515575,950241,0006
Collin,3399,2056,134,520,360,1,421,515596,950379,0144
Collin,3906,2416,203,551,349,0,476,517562,950376,0141
Collin,2833,2169,143,105,82,0,442,517577,950288,0053
Collin,1696,1351,104,57,141,0,52,523432,950385,0150
Collin,3414,2165,373,123,273,1,623,525531,950282,0047
Collin,3802,2525,199,262,347,0,753,525542,950367,0132
Collin,419,374,24,0,0,0,25,527531,950395,0160
Collin,1,0,0,0,0,0,1,527535,955199,0003
Collin,5823,3800,395,377,600,0,890,531470,950361,0126
Collin,1919,1152,121,265,259,0,170,531473,950380,0145
Collin,1,0,0,0,0,0,3,531483,952094,0001
Collin,3092,2289,126,306,129,1,294,533373,950295,0060
Collin,5254,3603,367,224,650,0,539,533386,950364,0129
Collin,2482,2024,96,81,147,0,150,533506,950239,0004
Collin,4271,3013,169,378,210,1,690,533575,950311,0076
Collin,5781,3651,368,446,588,0,1030,533581,950352,0117
Collin,1,0,0,0,0,0,2,537304,950383,0148
Collin,5723,4776,196,217,115,2,536,537316,950363,0128
Collin,2106,1620,66,99,58,0,362,537349,950254,0019
Collin,5219,2171,116,2267,155,2,677,539409,950269,0034
Collin,2103,1539,160,12,34,1,502,541340,950270,0035
Collin,3252,2498,120,93,63,0,600,541369,950284,0049
Collin,1662,1398,37,28,14,0,233,541528,950332,0097
Collin,3785,2237,156,505,248,0,831,541612,950299,0064
Collin,3408,1346,279,147,1078,1,951,543384,950323,0088
Collin,5023,2843,247,658,564,0,961,543387,950293,0058
Collin,4873,3738,411,81,292,0,460,543389,950268,0033
Collin,4513,2355,118,1142,205,0,955,543447,950324,0089
Collin,4093,2416,386,203,495,0,788,543450,950274,0039
Collin,3360,2397,184,247,196,0,434,543466,950302,0067
Collin,1,1,0,0,0,0,1,543497,951220,0101
Collin,873,707,71,10,6,0,93,543530,950245,0010
Collin,2588,1852,107,232,142,0,378,543533,950378,0143
Collin,3572,899,1083,12,954,0,728,543564,950238,0003
Collin,1,3,0,0,1,0,13,54408,,
Collin,4538,3397,279,135,215,0,683,547195,950275,0040
Collin,4280,2717,188,730,174,0,623,549171,950342,0107
Collin,39,7,0,1,4,0,57,549203,951278,0220
Collin,4868,2561,530,144,888,2,996,549251,950278,0043
Collin,2846,2010,82,240,61,0,566,553167,950310,0075
Collin,2772,1526,172,229,387,0,666,553179,950308,0073
Collin,0,0,0,0,0,0,1,553215,956331,0328
Collin,1,2,0,0,2,0,7,55323,,
Collin,5436,3586,263,684,308,3,813,553245,950256,0021
Collin,5172,2708,274,1063,556,2,770,553272,950370,0135
Collin,2516,1718,183,97,204,0,415,555144,950341,0106
Collin,2333,1724,98,157,72,0,388,555161,950306,0071
Collin,2509,1939,41,186,50,0,428,555234,950271,0036
Collin,0,0,0,0,0,0,1,555279,956372,0377
Collin,2473,1852,125,147,41,1,392,555304,950305,0070
Collin,222,99,65,11,12,0,40,555325,950387,0152
Collin,4681,3111,368,199,396,2,768,555328,950391,0156
Collin,3608,2239,152,539,254,0,589,555390,950345,0110
Collin,4514,2274,428,443,698,1,880,555400,950289,0054
Collin,4561,3010,273,349,422,3,662,555408,950315,0080
Collin,4857,3306,189,432,193,0,947,555434,950355,0120
Collin,1666,1141,131,60,88,0,311,555476,950300,0065
Collin,3242,2595,100,91,46,0,497,555538,950337,0102
Collin,2717,2210,140,98,118,0,333,559178,950264,0029
Collin,1995,1549,236,23,78,0,176,559194,950277,0042
Collin,5986,3703,449,616,620,1,887,561219,950381,0146
Collin,1,0,0,0,1,0,1,561258,950653,1602
Collin,1,2,0,0,0,0,1,561278,954380,0102
Collin,4842,2564,175,1408,267,0,593,561325,950329,0094
Collin,2924,2088,182,200,124,0,446,561349,950326,0091
Collin,6743,5645,427,201,253,0,301,563113,950248,0013
Collin,3325,1168,103,1538,168,0,470,563120,950356,0121
Collin,4764,2756,239,916,271,0,773,563177,950365,0130
Collin,2,1,0,0,1,0,4,563187,951281,0223
Collin,3891,2502,208,306,306,0,801,563224,950316,0081
Collin,0,0,0,0,0,0,1,563235,956299,0267
Collin,1559,1266,47,37,27,0,234,563275,950373,0138
Collin,2089,1463,149,25,61,0,498,563327,950349,0114
Collin,2716,1795,122,244,185,0,576,565014,950358,0123
Collin,1978,1036,148,349,319,1,168,565233,950386,0151
Collin,2895,2298,189,8,24,0,478,565236,950272,0037
Collin,6019,4128,574,225,360,0,982,565241,950265,0030
Collin,4419,2139,467,467,695,1,918,566939,950394,0159
Collin,3526,2156,316,149,404,3,736,567042,950262,0027
Collin,3,0,0,0,0,0,4,567045,952126,0034
Collin,2513,1746,105,177,151,2,456,567055,950309,0074
Collin,3918,2743,154,259,232,1,759,567070,950350,0115
Collin,4160,1604,307,174,1305,0,1251,567115,950339,0104
Collin,3114,1308,171,1084,384,0,229,572813,950393,0158
Collin,0,1,0,0,0,0,1,572889,956003,4230
Collin,13,0,0,0,2,0,18,572914,951265,0207
Collin,3841,2153,191,753,283,0,668,573002,950343,0108
Collin,3675,2536,293,21,244,0,707,574764,950236,0001
Collin,2161,1539,136,113,120,0,352,574789,950296,0061
Collin,1834,950,361,44,192,1,363,574809,950338,0103
Collin,7058,4651,542,555,487,0,1281,574812,950346,0111
Collin,2583,1468,182,289,345,0,377,574848,950382,0147
Collin,1,0,0,0,0,0,1,574860,950601,1211
Collin,0,0,0,0,0,0,1,574950,951143,4606
Collin,3809,2351,371,144,360,0,705,574973,950317,0082
Collin,1,2,0,0,0,0,4,57565,,
