id,source_id,county_name,county_fips,location_name,address_line1,location_detail,city,state,state_fips,zip5,zip4,latitude,longitude,schedule,exceptions,notes,source,date_acquired,county_wide,van_precinct_ids
298,,DENTON,121,AUBREY AREA LIBRARY,226 COUNRTYSIDE DR.,,AUBREY,TX,48,76227,,33.278066,-97.01748,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
299,,DENTON,121,CARROLLTON PUBLIC LIBRARY,4220 N. JOSEY LN.,,CARROLLTON,TX,48,75010,,33.026035,-96.883397,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
300,,DENTON,121,CASCADES CONFERENCE CENTER AT FAIRFIELD,5917 STONE CREEK DR.,,THE COLONY,TX,48,75056,,33.085458,-96.858903,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
301,,DENTON,121,CASTLE HILLS COMMUNITY CENTER,2501 QUEEN MARGARET DR.,,LEWISVILLE,TX,48,75056,,33.033405,-96.894118,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
302,,DENTON,121,CORINTH CITY HALL,3300 CORINTH PKWY.,,CORINTH,TX,48,76208,,33.152704,-97.056421,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
303,,DENTON,121,DENTON CIVIC CENTER,321 E. MCKINNEY ST.,,DENTON,TX,48,76201,,33.217605,-97.128699,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
304,,DENTON,121,DENTON COUNTY ELECTIONS ADMINISTRATION,701 KIMBERLY DR,,DENTON,TX,48,76208,,33.201678,-97.08718,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
305,,DENTON,121,DENTON COUNTY SOUTHWEST COURTHOUSE,6200 CANYON FALLS DR.,,FLOWER MOUND,TX,48,76226,,33.072678,-97.203516,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
306,,DENTON,121,EMBASSY SUITES - DENTON CONVENTION CENTER,3100 TOWN CENTER TRL.,,DENTON,TX,48,76201,,33.22339,-97.169021,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
307,,DENTON,121,FLOWER MOUND COMMUNITY ACTIVITY CENTER,1200 GERAULT RD.,,FLOWER MOUND,TX,48,75028,,33.00157,-97.042707,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
308,,DENTON,121,FLOWER MOUND SENIOR CENTER,2701 W. WINDSOR DR.,,FLOWER MOUND,TX,48,75028,,33.047173,-97.072066,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
309,,DENTON,121,FLOWER MOUND TOWN HALL,2121 CROSS TIMBERS RD.,,FLOWER MOUND,TX,48,75028,,33.03338,-97.06105,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
310,,DENTON,121,FREDERICK P. HERRING RECREATION CENTER,191 CIVIC CIR.,,LEWISVILLE,TX,48,75067,,33.043567,-97.023389,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
311,,DENTON,121,FRISCO FIRE STATION #4,4484 COTTON GIN RD.,,FRISCO,TX,48,75034,,33.145321,-96.849277,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
312,,DENTON,121,FRISCO FIRE STATION #6,3535 ELDORADO PKWY.,,FRISCO,TX,48,75033,,33.177576,-96.858769,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
313,,DENTON,121,FRISCO FIRE STATION #7,330 W. STONEBROOK PKWY.,,FRISCO,TX,48,75036,,33.145382,-96.893584,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
314,,DENTON,121,FRISCO GOVERNMENT CENTER,5533 FM 423,,FRISCO,TX,48,75036,,33.125291,-96.892715,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
315,,DENTON,121,GOLF CLUBS AT THE TRIBUTE,1001 LEBANON RD.,,THE COLONY,TX,48,75056,,33.102207,-96.925675,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
316,,DENTON,121,HEDRICK HOUSE,1407 CREEKVIEW DR.,,LEWISVILLE,TX,48,75067,,33.026008,-97.028847,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
317,,DENTON,121,HICKORY CREEK TOWN HALL,1075 RONALD REAGAN AVE.,,HICKORY CREEK,TX,48,75065,,33.128806,-97.048021,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
318,,DENTON,121,HIGHLAND VILLAGE MUNICIPAL COMPLEX,1000 HIGHLAND VILLAGE ROAD,,HIGHLAND VILLAGE,TX,48,75077,,33.085461,-97.051161,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
319,,DENTON,121,JUSTIN MUNICIPAL COMPLEX,415 N. COLLEGE AVE.,,JUSTIN,TX,48,76247,,33.089397,-97.30323,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
320,,DENTON,121,KRUM ISD ADMINISTRATION BLDG.,1200 BOBCAT BLVD.,,KRUM,TX,48,76249,,33.26151,-97.23807,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
321,,DENTON,121,LAKE DALLAS CITY HALL,212 MAIN ST.,,LAKE DALLAS,TX,48,75065,,33.118785,-97.027676,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
322,,DENTON,121,LANTANA COMMUNITY CENTER,1301 HAVERFORD LN.,,LANTANA,TX,48,76226,,33.110529,-97.115237,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
323,,DENTON,121,LITTLE ELM COMMUNITY CENTER,107 HARDWICKE LN.,,LITTLE ELM,TX,48,75068,,33.159645,-96.938489,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
324,,DENTON,121,MACEDONIAN MINISTRIES,702 S. MILL ST.,,LEWISVILLE,TX,48,75057,,33.039443,-96.992393,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
325,,DENTON,121,MARIE HUIE SPECIAL EDUCATION CENTER,2115 E. FRANKFORD RD.,,CARROLLTON,TX,48,75007,,32.999072,-96.877909,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
326,,DENTON,121,MUSIC CITY MALL,240 S. STEMMONS FRWY.,,LEWISVILLE,TX,48,75067,,33.045482,-97.007692,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
327,,DENTON,121,NORTH BRANCH LIBRARY - DENTON,3020 LOCUST ST.,,DENTON,TX,48,76209,,33.243528,-97.131003,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
328,,DENTON,121,NORTHLAKE TOWN HALL,1500 COMMONS CIR. STE 300,,NORTHLAKE,TX,48,76226,,33.101877,-97.233198,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
329,,DENTON,121,NORTHWEST ISD ADMINISTRATION BLDG.,2001 TEXAN DR.,,JUSTIN,TX,48,76247,,33.030244,-97.319459,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
330,,DENTON,121,PILOT POINT SENIOR CENTER,310 S. WASHINGTON ST PILOT,,POINT,TX,48,76258,,33.393536,-96.961452,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
331,,DENTON,121,PONDER TOWN HALL,102 W. BAILEY ST.,,PONDER,TX,48,76259,,33.183459,-97.287572,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
332,,DENTON,121,ROANOKE PUBLIC LIBRARY,308 S. WALNUT ST.,,ROANOKE,TX,48,76262,,32.995649,-97.227734,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
333,,DENTON,121,ROBSON RANCH CLUB HOUSE,9428 ED ROBSON CIR.,,DENTON,TX,48,75207,,33.138544,-97.244777,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
334,,DENTON,121,ROSEMEADE RECREATION CENTER,1330 E. ROSEMEADE PKWY.,,CARROLLTON,TX,48,75007,,33.011104,-96.901882,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
335,,DENTON,121,SANGER COMMUNITY CENTER,101 FREESE DRIVE,,SANGER,TX,48,76266,,33.353219,-97.179369,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
336,,DENTON,121,SHADY SHORES COMMUNITY CENTER,101 SHADY SHORES RD.,,SHADY SHORES,TX,48,76208,,33.122439,-97.03008,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
337,,DENTON,121,SOUTH BRANCH LIBRARY,3228 TEASLEY LN.,,DENTON,TX,48,76210,,33.17353,-97.114005,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
338,,DENTON,121,STEVEN E. COPELAND GOVERNMENT CENTER,1400 FM-424,,CROSS ROADS,TX,48,76227,,33.224371,-96.90473,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
339,,DENTON,121,THE COLONY ANNEX BUILDING,6804 MAIN ST.,,THE COLONY,TX,48,75056,,33.09783,-96.892005,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
340,,DENTON,121,TIMBERGLEN RECREATION CENTER,3810 TIMBERGLEN RD.,,DALLAS,TX,48,75287,,33.004185,-96.847975,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
341,,DENTON,121,TROPHY CLUB MUD NO. 1 BUILDING,100 MUNICIPAL DR.,,TROPHY CLUB,TX,48,76262,,32.996724,-97.188505,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
342,,DENTON,121,UNIVERSITY OF NORTH TEXAS - GATEWAY CENTER,801 N.  BLVD.,,DENTON,TX,48,76201,,33.220974,-97.146038,10/18 11 AM-4 PM; 10/19-10/24 7 AM-7 PM; 10/25 11 AM-4 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
343,,DEWITT,123,DEWITT COUNTY ANNEX,115 N. GONZALES ST,,CUERO,TX,48,77954,,29.090028,-97.2902,10/19-10/23 8 AM-5 PM; 10/24 8 AM-12 PM; 10/25 1 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
344,,DICKENS,125,COUNTY CLERKS OFFICE,508 CROW,,DICKENS,TX,48,79229,,33.621094,-100.835578,10/13-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
345,,DIMMIT,127,DIMMIT COUNTY COURTHOUSE,103 N. 5TH STREET,,CARRIZO SPRINGS,TX,48,78834,,28.521828,-99.860363,10/18 11:00 AM-03:00 PM; 10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
346,,DONLEY,129,DONLEY COUNTY ANNEX,201 E 3RD ST,,CLARENDON,TX,48,79226,,34.936825,-100.887523,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
347,,DUVAL,131,BENAVIDES CIVIC CENTER,131 W MAIN ST HWY 359,,BENAVIDES,TX,48,78341,,27.597078,-98.416155,"10/19-10/21,10/23-10/24,10/26,10/28 8A-5P; 10/22,10/29 7A-7P; 10/27 7A-5P; 10/30 9A-5P",,,State Party,2020-10-27,TRUE,
348,,DUVAL,131,FREER CIVIC CENTER,608 CAROLYN ST,,FREER,TX,48,78357,,27.883631,-98.612742,"10/19-10/21,10/23-10/24,10/26,10/28 8A-5P; 10/22,10/29 7A-7P; 10/27 7A-5P; 10/30 9A-5P",,,State Party,2020-10-27,TRUE,
349,,DUVAL,131,SAN DIEGO COURTHOUSE,400 E GRAVIS AVE,,SAN DIEGO,TX,48,78384,,27.763295,-98.235757,"10/19-10/21,10/23-10/24,10/26,10/28 8A-5P; 10/22,10/29 7A-7P; 10/27 7A-5P; 10/30 9A-5P",,,State Party,2020-10-27,TRUE,
350,,EASTLAND,133,EV RANGER COMMUNITY CENTER,718 PINE ST,,RANGER,TX,48,76470,,32.473393,-98.689278,10/19-10/23 8 AM-5 PM; 10/20 7 AM-7 PM; 10/26-10/30 8 AM-5 PM; 10/27 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
351,,EASTLAND,133,EV-CISCO COUNCIL CHAMBERS,506 CONRAD HILTON BLVD,,CISCO,TX,48,76437,,32.390159,-98.980836,10/19-10/23 8 AM-5 PM; 10/20 7 AM-7 PM; 10/26-10/30 8 AM-5 PM; 10/27 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
352,,EASTLAND,133,EV-GORMAN COMMUNITY CENTER,118 S KENT ST,,GORMAN,TX,48,76454,,32.211233,-98.673005,10/19-10/23 8 AM-5 PM; 10/20 7 AM-7 PM; 10/26-10/30 8 AM-5 PM; 10/27 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
353,,EASTLAND,133,EV-LUMBERYARD EVENT CENTER,309 W MAIN ST,,EASTLAND,TX,48,76448,,32.402021,-98.820276,10/19-10/23 8 AM-5 PM; 10/20 7 AM-7 PM; 10/26-10/30 8 AM-5 PM; 10/27 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
354,,ECTOR,135,ECTOR COUNTY COURTHOUSE ANNEX,1010 E 8TH ST RM 104,,ODESSA,TX,48,79761,,31.855425,-102.361846,10/19-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
355,,ECTOR,135,KELLUS TURNER COMMUNITY BLDG,2230 SYCAMORE DR,,ODESSA,TX,48,79763,,31.84136,-102.465535,10/19-10/23 5 AM-5 PM 10/24 8 AM-6 PM 10/25 1 PM-6 PM 10/26-10/28 8 AM-6 PM 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
356,,ECTOR,135,OC SPORTS CENTER,201 W UNIVERSITY,,ODESSA,TX,48,79764,,31.867746,-102.382093,10/19-10/23 5 AM-5 PM 10/24 8 AM-6 PM 10/25 1 PM-6 PM 10/26-10/28 8 AM-6 PM 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
357,,ECTOR,135,SALINAS COMMUNITY BLDG,600 W CLEMENTS ST,,ODESSA,TX,48,79761,,31.833662,-102.36707,10/19-10/23 5 AM-5 PM 10/24 8 AM-6 PM 10/25 1 PM-6 PM 10/26-10/28 8 AM-6 PM 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
358,,ECTOR,135,WESTLAKE HARDWARE,4652 E UNIVERSITY BLVD,,ODESSA,TX,48,79762,,31.879547,-102.326031,10/19-10/23 5 AM-5 PM 10/24 8 AM-6 PM 10/25 1 PM-6 PM 10/26-10/28 8 AM-6 PM 10/29-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
359,,EDWARDS,137,EDWARDS COUNTY ANNEX,101 E. MAIN STREET,,ROCKSPRINGS,TX,48,78880,,30.015572,-100.207545,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
360,,EL PASO,141,ARLINGTON PARK SHELTER,10350 PASADENA,,EL PASO,TX,48,79924,,31.911756,-106.434757,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-10 PM,,,State Party,2020-10-27,TRUE,
361,,EL PASO,141,BASSETT PLACE,6101 GATEWAY WEST,,EL PASO,TX,48,79925,,31.773452,-106.37709,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-10 PM,,,State Party,2020-10-27,TRUE,
362,,EL PASO,141,BOWLING YMCA,5509 WILL RUTH,,EL PASO,TX,48,79924,,31.886304,-106.412565,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-6 PM,,,State Party,2020-10-27,TRUE,
363,,EL PASO,141,CANUTILLO ISD ADMIN BLD,7965 ARTCRAFT RD,,EL PASO,TX,48,79932,,31.882794,-106.586188,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
364,,EL PASO,141,CHAYO APODACA COMMUNITY CENTER,341 N. MOON,,SOCORRO,TX,48,79927,,31.664966,-106.289529,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-6 PM,,,State Party,2020-10-27,TRUE,
365,,EL PASO,141,CLINT ISD EARLY COLLEGE ACAY,13100 ALAMEDA,,CLINT,TX,48,79836,,31.587884,-106.232254,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
366,,EL PASO,141,COMMISSIONER'S CORNER,10700 MONTANA AVE.,,EL PASO,TX,48,79936,,31.798338,-106.32821,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-6 PM,,,State Party,2020-10-27,TRUE,
367,,EL PASO,141,DORRIS VAN DOREN LIBRARY,551 REDD RD,,EL PASO,TX,48,79912,,31.863793,-106.569826,10/17-10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 10 AM-7 PM,,,State Party,2020-10-27,TRUE,
368,,EL PASO,141,EASTLAKE HIGH SCHOOL,13000 EMERALD PASS,,EL PASO,TX,48,79928,,31.696414,-106.238578,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
369,,EL PASO,141,EL PASO COUNTY COLISEUM,4100 EAST PAISANO DRIVE,,EL PASO,TX,48,79905,,31.767063,-106.443895,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-10 PM,,,State Party,2020-10-27,TRUE,
370,,EL PASO,141,EL PASO COUNTY COURTHOUSE,500 EAST SAN ANTONIO,,EL PASO,TX,48,79901,,31.758803,-106.484333,10/17-10/18 12 PM-5 PM 10/19-10/23 8 AM-5 PM 10/24 7 AM-7 PM 10/25 12 PM-5 PM 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
371,,EL PASO,141,EL PASO COUNTY EASTSIDE ANNEX,2350 GEORGE DIETER DR,,EL PASO,TX,48,79936,,31.776643,-106.30335,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-10 PM,,,State Party,2020-10-27,TRUE,
372,,EL PASO,141,EL PASO COUNTY NORTHWEST ANNEX,435 E. VINTON,,ANTHONY,TX,48,79821,,31.958915,-106.592534,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-10 PM,,,State Party,2020-10-27,TRUE,
373,,EL PASO,141,EL PASO COUNTY SELF-HELP CENTER,15371 KENTWOOD,,EL PASO,TX,48,79928,,31.654708,-106.135851,10/17-10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 10 AM-7 PM,,,State Party,2020-10-27,TRUE,
374,,EL PASO,141,EPCC ADMINISTRATIVE SERVICES CENTER,9050 VISCOUNT BOULEVARD,,EL PASO,TX,48,79925,,31.772105,-106.370512,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
375,,EL PASO,141,ESPERANZA LIBRARY,12480 PEBBLE HILLS,,EL PASO,TX,48,79938,,31.783152,-106.253641,10/17-10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 10 AM-7 PM,,,State Party,2020-10-27,TRUE,
376,,EL PASO,141,FAMILY YOUTH SERVICES CENTER,6314 DELTA,,EL PASO,TX,48,79905,,31.759535,-106.412307,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
377,,EL PASO,141,GONZALEZ PLACE,4101 RICH BEEM BOULEVARD,,EL PASO,TX,48,79938,,31.80756,-106.247709,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
378,,EL PASO,141,GRANDVIEW PARK SENIOR CITIZEN CENTER,3134 JEFFERSON,,EL PASO,TX,48,79930,,31.810999,-106.456711,10/17-10/18 12 PM-5 PM; 10/19-10/23 8 AM-5 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
379,,EL PASO,141,MARTY ROBBINS REC CENTER,11600 VISTA DEL SOL,,EL PASO,TX,48,79936,,31.750867,-106.298087,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-10 PM,,,State Party,2020-10-27,TRUE,
380,,EL PASO,141,MOUNTAIN VIEW RAE GILMORE REC CTR,8501 DIANA DR,,EL PASO,TX,48,79904,,31.856778,-106.423254,10/17-10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 10 AM-7 PM,,,State Party,2020-10-27,TRUE,
381,,EL PASO,141,NATIONS TOBIN REC CTR,8831 RAILROAD DR,,EL PASO,TX,48,79904,,31.866048,-106.41173,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-6 PM,,,State Party,2020-10-27,TRUE,
382,,EL PASO,141,OFFICER DAVID ORTIZ REC CTR,563 N CAROLINA DR,,EL PASO,TX,48,79915,,31.743629,-106.36173,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-10 PM,,,State Party,2020-10-27,TRUE,
383,,EL PASO,141,OZ GLAZE SENIOR CENTER,13969 VENY WEBB ST,,EL PASO,TX,48,79928,,31.686035,-106.197866,10/17-10/18 12 PM-5 PM; 10/19-10/23 10 AM-7 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 10 AM-10 PM,,,State Party,2020-10-27,TRUE,
384,,EL PASO,141,PAVO REAL RECREATION CENTER,9301 ALAMEDA,,EL PASO,TX,48,79907,,31.688709,-106.318144,10/17-10/18 12 PM-5 PM; 10/19-10/23 9 AM-6 PM; 10/24-10/25 12 PM-5 PM; 10/26-10/30 9 AM-6 PM,,,State Party,2020-10-27,TRUE,
