county_name,reg_voters,likely_dems,likely_repubs,census_block_group_2010
Denton,2127,421,965,481210214083
Denton,2888,478,1483,481210214091
Denton,1365,261,702,481210214092
Denton,2446,536,1019,481210214093
Denton,1397,266,684,481210214094
Denton,1496,314,426,481210215021
Denton,1220,197,535,481210215022
Denton,296,132,34,481210215023
Denton,2964,726,1145,481210215051
Denton,998,177,460,481210215052
Denton,1521,417,506,481210215053
Denton,1662,236,1007,481210215121
Denton,1795,277,988,481210215122
Denton,1368,208,740,481210215123
Denton,1127,204,551,481210215131
Denton,1556,252,823,481210215132
Denton,1223,187,570,481210215133
Denton,2668,428,1405,481210215141
Denton,1764,277,896,481210215142
Denton,10579,3188,4959,481210215151
Denton,4217,992,2356,481210215152
Denton,744,143,420,481210215153
Denton,1413,260,822,481210215154
Denton,1499,311,608,481210215161
Denton,1813,397,680,481210215162
Denton,2698,473,1383,481210215163
Denton,1077,407,281,481210215171
Denton,1773,772,447,481210215172
Denton,1908,425,883,481210215181
Denton,1211,345,486,481210215182
Denton,2016,513,788,481210215191
Denton,3695,1118,1146,481210215192
Denton,2562,681,893,481210215193
Denton,2078,511,603,481210215194
Denton,1611,311,696,481210215201
Denton,1494,373,500,481210215202
Denton,1734,305,798,481210215211
Denton,2051,472,799,481210215212
Denton,2253,876,830,481210215221
Denton,1506,346,557,481210215231
Denton,1435,297,637,481210215232
Denton,1060,311,422,481210215241
Denton,788,209,336,481210215242
Denton,3679,1199,1756,481210215251
Denton,1795,576,678,481210215252
Denton,4815,1794,1971,481210215253
Denton,2334,475,1144,481210215254
Denton,662,141,306,481210215255
Denton,1754,429,837,481210215261
Denton,973,217,400,481210215262
Denton,877,159,464,481210215263
Denton,1976,462,995,481210215264
Denton,767,172,349,481210215265
Denton,2494,524,1212,481210215271
Denton,2621,462,1348,481210215272
Denton,703,173,314,481210215273
Denton,1391,454,400,481210216111
Denton,1232,469,257,481210216112
Denton,1211,483,249,481210216113
Denton,2474,739,654,481210216121
Denton,931,271,326,481210216122
Denton,646,213,161,481210216131
Denton,880,302,247,481210216132
Denton,994,409,95,481210216133
Denton,1130,498,104,481210216134
Denton,640,234,157,481210216141
Denton,652,229,164,481210216142
Denton,581,206,127,481210216143
Denton,958,288,283,481210216144
Denton,928,326,248,481210216151
Denton,839,345,175,481210216152
Denton,683,224,190,481210216153
Denton,1087,418,228,481210216154
Denton,1406,586,126,481210216161
Denton,1226,451,301,481210216162
Denton,954,371,171,481210216163
Denton,1095,407,226,481210216181
Denton,881,208,323,481210216182
Denton,1069,276,320,481210216183
Denton,1134,311,185,481210216191
Denton,535,197,114,481210216192
Denton,1545,637,281,481210216201
Denton,836,342,64,481210216202
Denton,1923,497,780,481210216211
Denton,1937,699,556,481210216212
Denton,3121,1073,992,481210216221
Denton,2244,775,739,481210216222
Denton,3086,1753,472,481210216231
Denton,2584,1202,463,481210216232
Denton,746,319,125,481210216241
Denton,5069,2052,865,481210216242
Denton,3352,1121,1260,481210216251
Denton,8873,3638,2859,481210216252
Denton,1093,233,560,481210216261
Denton,1193,258,635,481210216262
Denton,2375,429,1143,481210216271
Denton,1264,286,417,481210216272
Denton,3981,1114,833,481210216273
Denton,2363,751,763,481210216281
Denton,2408,657,830,481210216282
Denton,1065,322,201,481210216283
Denton,3821,935,1766,481210216291
Denton,1827,654,416,481210216292
Denton,1979,691,543,481210216301
Denton,1418,462,320,481210216302
Denton,1163,445,230,481210216303
Denton,2215,626,768,481210216311
Denton,2566,880,841,481210216312
Denton,1683,304,820,481210216321
Denton,966,237,358,481210216322
Denton,1018,277,347,481210216323
Denton,1081,317,337,481210216331
Denton,1377,395,465,481210216332
Denton,1104,273,470,481210216333
Denton,670,134,303,481210216334
Denton,1291,507,123,481210216341
Denton,1395,614,96,481210216342
Denton,1167,494,89,481210216343
Denton,1020,479,71,481210216351
Denton,1611,724,95,481210216352
Denton,1039,370,234,481210216353
Denton,1142,544,87,481210216361
Denton,1269,585,97,481210216362
Denton,944,400,75,481210216363
Denton,1365,567,179,481210216364
Denton,669,295,52,481210216365
Denton,1306,576,151,481210216371
Denton,983,394,226,481210216372
Denton,987,423,60,481210216373
Denton,1201,524,58,481210216381
Denton,1920,747,373,481210216382
Denton,1288,302,526,481210217151
Denton,979,325,317,481210217152
Denton,1225,303,429,481210217153
Denton,941,240,333,481210217154
Denton,849,227,165,481210217161
Denton,1153,339,370,481210217162
Denton,1341,336,302,481210217163
Denton,1278,405,418,481210217164
Denton,839,121,224,481210217171
Denton,856,126,420,481210217172
Denton,1037,242,409,481210217173
Denton,1187,240,501,481210217174
Denton,1601,366,696,481210217175
Denton,3812,589,2256,481210217181
Denton,1516,232,915,481210217182
Denton,4943,777,2945,481210217183
Denton,1255,214,762,481210217191
Denton,3601,736,1753,481210217192
Denton,1313,307,626,481210217201
Denton,1559,326,778,481210217202
Denton,1511,266,742,481210217211
Denton,2066,344,1055,481210217212
Denton,1883,336,779,481210217221
Denton,1918,378,888,481210217222
Denton,546,154,180,481210217231
Denton,708,211,229,481210217232
Denton,1458,289,670,481210217241
Denton,1975,317,1091,481210217242
Denton,735,128,326,481210217243
Denton,1394,247,648,481210217251
Denton,2067,446,901,481210217252
Denton,2548,503,1134,481210217261
Denton,559,100,284,481210217262
Denton,2020,456,964,481210217271
Denton,2314,542,1034,481210217272
Denton,1352,392,362,481210217281
Denton,441,155,158,481210217282
Denton,1401,243,686,481210217291
Denton,1452,307,680,481210217292
Denton,1568,397,631,481210217301
Denton,817,165,409,481210217302
Denton,1301,267,580,481210217303
Denton,829,254,293,481210217311
Denton,2267,621,821,481210217312
Denton,1007,386,156,481210217321
Denton,807,277,173,481210217322
Denton,1216,423,259,481210217331
Denton,1039,335,234,481210217332
Denton,898,346,82,481210217341
Denton,1712,613,196,481210217342
Denton,1433,583,185,481210217351
Denton,1421,499,142,481210217352
Denton,1961,614,258,481210217361
Denton,772,272,219,481210217371
Denton,1643,532,353,481210217372
Denton,1562,542,280,481210217373
Denton,1196,371,280,481210217381
Denton,1301,481,263,481210217382
Denton,840,314,59,481210217391
Denton,1082,455,108,481210217392
Denton,1109,314,141,481210217401
Denton,1209,451,216,481210217402
Denton,1614,428,594,481210217403
Denton,903,190,283,481210217411
Denton,613,200,193,481210217412
Denton,1801,502,574,481210217421
Denton,1293,394,307,481210217422
Denton,1661,304,770,481210217423
Denton,937,284,218,481210217431
Denton,892,223,244,481210217432
Denton,638,131,240,481210217433
Denton,674,211,170,481210217441
Denton,1122,337,304,481210217442
Denton,306,104,35,481210217443
Denton,890,312,221,481210217451
Denton,1194,409,320,481210217452
Denton,1064,297,329,481210217453
Denton,166,61,16,481210217454
Denton,2451,328,1487,481210217461
Denton,1688,238,987,481210217462
Denton,1487,258,751,481210217471
Denton,3710,715,1735,481210217472
Denton,2173,298,1153,481210217481
Denton,2180,351,1062,481210217482
Denton,2141,300,1206,481210217491
Denton,1408,172,866,481210217492
Denton,1797,460,763,481210217501
Denton,2569,408,1500,481210217502
Denton,2107,394,1051,481210217511
Denton,2217,638,829,481210217512
Denton,2164,512,998,481210217521
Denton,2237,486,981,481210217522
Denton,3740,767,1831,481210217531
Denton,2613,467,1331,481210217532
Denton,1057,245,355,481210218001
Denton,1733,220,891,481210218002
Denton,1377,217,704,481210218003
Denton,1110,320,474,481210219001
Denton,863,139,474,481210219002
Denton,2571,611,1203,481210219003
Denton,4,0,3,481810019002
Denton,95,14,39,484391137032
Denton,34,5,13,484391139061
Denton,1,0,0,484391139072
Denton,3,0,0,484391139073
Denton,1,0,0,484391139081
Denton,2,0,0,484391139102
Denton,0,0,0,484391139104
Denton,1,0,0,484391139263
Denton,93,31,40,484391139267
Denton,20,0,9,484391139271
Denton,39,8,23,484391141032
Denton,11,1,5,484391141035
Denton,80,18,48,484391141038
Denton,0,0,0,484530003071
Denton,25,1,15,484971501011
Denton,5,1,2,484971502001
Denton,2,0,0,484971506023
Dickens,59,2,10,
Dickens,2,0,0,481019501002
Dickens,2,0,2,481079501001
Dickens,1,0,0,481079501002
Dickens,1,0,0,481130132003
Dickens,771,38,433,481259503001
Dickens,806,65,377,481259503002
Dickens,425,32,183,481259503003
Dickens,1,0,0,481576748001
Dickens,1,0,0,482199505003
Dickens,1,0,1,482699501001
Dickens,1,0,0,484971506023
Dimmit,527,262,32,
Dimmit,1515,918,172,481279502001
Dimmit,1333,801,75,481279502002
Dimmit,1070,629,31,481279502003
Dimmit,1818,1095,138,481279502004
Dimmit,1266,764,47,481279502005
Dimmit,980,625,64,481279504001
Dimmit,1130,815,33,481279504002
Dimmit,8,7,1,485079503011
Dimmit,5,1,3,485079503024
Dimmit,1,1,0,485079503025
Donley,48,0,0,
Donley,1,0,0,480119501003
Donley,1,0,0,480659501003
Donley,1,0,0,481099503004
Donley,895,56,420,481299502001
Donley,1064,65,621,481299502002
Donley,976,30,570,481299503001
Donley,610,28,326,481299503002
Duval,413,1,0,
Duval,12,10,0,480479501001
Duval,674,433,28,481319501001
Duval,819,492,26,481319501002
Duval,1588,991,76,481319501003
Duval,1116,717,61,481319501004
Duval,656,482,30,481319501005
Duval,1154,647,108,481319502001
Duval,2015,1212,176,481319502002
Duval,448,294,26,481319505001
Duval,755,479,43,481319505002
Duval,1768,1152,68,481319505003
Duval,42,23,11,482479504001
Duval,15,8,2,482499501003
Duval,86,67,7,482499502001
Duval,10,5,1,482499502002
Duval,41,25,3,482499502006
Duval,50,31,7,482499505003
Duval,7,4,1,482499505004
Duval,1,1,0,484790018131
Eastland,237,1,22,
Eastland,2,0,0,480590302003
Eastland,7,1,3,480939501002
Eastland,3,0,2,480939502001
Eastland,3,0,3,480939503004
Eastland,1340,160,653,481339501001
Eastland,1018,59,598,481339501002
Eastland,575,32,291,481339501003
Eastland,901,55,603,481339502001
Eastland,759,46,420,481339502002
Eastland,1062,64,625,481339502003
Eastland,618,37,380,481339502004
Eastland,1155,55,646,481339502005
Eastland,947,48,638,481339502006
Eastland,496,43,259,481339503001
Eastland,905,46,490,481339503002
Eastland,1067,53,635,481339503003
Eastland,745,49,414,481339503004
Eastland,876,45,620,481339503005
Eastland,740,20,518,481339503006
Eastland,966,34,653,481339504001
Eastland,779,33,441,481339504002
Eastland,1221,77,731,481339505001
Eastland,836,51,509,481339505002
Eastland,10,1,2,481439501002
Eastland,2,0,1,481439503001
Eastland,1,0,0,481439503003
Eastland,6,0,6,481439503006
Eastland,0,0,0,481610004002
Eastland,2,0,0,482279506003
Eastland,21,0,11,483630002001
Eastland,14,0,10,484299505002
Ector,80,0,0,
Ector,878,86,411,481350001001
Ector,875,77,449,481350001002
Ector,963,75,606,481350001003
Ector,810,53,429,481350003001
Ector,557,46,287,481350003002
Ector,922,86,502,481350004001
Ector,885,86,435,481350004002
Ector,996,107,465,481350004003
Ector,866,86,386,481350004004
Ector,843,92,420,481350005001
Ector,564,56,254,481350005002
Ector,1052,102,468,481350005003
Ector,826,109,331,481350005004
Ector,550,71,180,481350006001
Ector,466,68,145,481350006002
Ector,916,153,254,481350006003
Ector,703,120,227,481350006004
Ector,542,72,184,481350006005
Ector,630,102,190,481350006006
Ector,639,120,134,481350007001
Ector,866,161,191,481350007002
Ector,759,150,218,481350007003
Ector,688,107,197,481350007004
Ector,643,61,325,481350008001
Ector,578,49,309,481350008002
Ector,512,61,187,481350008003
Ector,1038,153,420,481350008004
Ector,1130,165,362,481350010001
Ector,1090,198,338,481350010002
Ector,1259,210,497,481350010003
Ector,826,196,127,481350011001
Ector,879,225,141,481350011002
Ector,1368,355,261,481350011003
Ector,1037,225,272,481350011004
Ector,799,107,303,481350013001
Ector,747,118,203,481350013002
Ector,1205,164,413,481350013003
Ector,887,169,308,481350013004
Ector,659,168,133,481350015001
Ector,725,166,140,481350015002
Ector,935,184,186,481350015003
Ector,666,134,145,481350015004
Ector,665,71,342,481350016001
Ector,639,64,318,481350016002
Ector,860,170,190,481350016003
Ector,868,94,386,481350016004
Ector,798,88,400,481350016005
Ector,905,126,414,481350016006
Ector,668,38,408,481350017001
Ector,608,48,375,481350017002
Ector,610,45,333,481350017003
Ector,702,61,321,481350017004
Ector,832,76,425,481350017005
Ector,779,95,374,481350017006
Ector,761,85,325,481350017007
Ector,830,406,55,481350018001
Ector,1697,899,119,481350018002
Ector,571,272,44,481350019001
Ector,694,345,52,481350019002
Ector,704,381,28,481350019003
Ector,665,361,59,481350019004
Ector,841,426,58,481350019005
Ector,719,332,62,481350020001
Ector,520,267,41,481350020002
Ector,1056,573,73,481350020003
Ector,1414,237,623,481350022001
Ector,1148,294,246,481350022002
Ector,712,105,186,481350023001
Ector,451,49,172,481350023002
Ector,1571,123,856,481350023003
Ector,1256,117,595,481350024001
Ector,640,41,348,481350024002
Ector,761,70,389,481350024003
Ector,723,64,392,481350024004
Ector,872,103,370,481350024005
Ector,5012,688,3016,481350025011
Ector,966,88,500,481350025012
Ector,1575,154,898,481350025021
Ector,864,90,470,481350025022
Ector,780,61,403,481350025023
Ector,723,82,364,481350025024
Ector,1108,118,547,481350025025
Ector,2009,208,1030,481350025031
Ector,869,108,244,481350025032
Ector,579,59,246,481350025033
Ector,433,62,125,481350025034
Ector,897,136,427,481350027001
Ector,1706,210,840,481350027002
Ector,1824,245,779,481350027003
Ector,1276,234,465,481350027004
Ector,892,119,383,481350027005
Ector,737,117,327,481350027006
Ector,1145,192,489,481350028011
Ector,1809,449,484,481350028012
Ector,1570,274,643,481350028021
Ector,1600,249,641,481350028022
Ector,2061,267,823,481350028023
Ector,608,88,224,481350028024
Ector,711,92,281,481350028025
Ector,1515,106,910,481350029001
Ector,757,59,421,481350029002
Ector,980,85,494,481350029003
Ector,1080,45,759,481350030001
Ector,2764,216,1946,481350030002
Ector,3410,371,2108,481350030003
Ector,2031,563,615,481350030004
Ector,806,152,181,481350031001
Ector,512,146,87,481350031002
Ector,1142,274,200,481350031003
Ector,1,0,1,483290101091
Ector,3,0,1,483290101142
Ector,398,73,186,483290101143
Edwards,211,10,43,
Edwards,1283,309,424,481379503001
Edwards,280,17,214,481379503002
Edwards,5,0,3,482659603021
Edwards,3,0,3,482659603022
Edwards,2,0,0,482679501001
Edwards,30,6,18,482679501002
Edwards,2,0,0,482679502001
Edwards,232,16,174,483859501001
Edwards,3,0,0,483859501003
Edwards,5,0,3,484359503001
Edwards,8,1,5,484359503002
Edwards,6,0,5,484359503004
Edwards,4,1,3,484659502014
Edwards,1,0,1,484659504002
Edwards,1,0,0,484659504003
Edwards,3,0,2,484659507004
Edwards,1,0,0,484659508002
Edwards,2,0,1,484659508003
Edwards,2,0,0,485079502001
El Paso,1830,56,9,
El Paso,2,1,1,350130016001
El Paso,1,1,0,350130018023
El Paso,1,0,0,350130018051
El Paso,1,0,0,350130018052
El Paso,1,0,0,350350009023
El Paso,1,0,0,480130018062
El Paso,1923,942,252,481410001011
El Paso,1191,488,244,481410001012
El Paso,1575,709,215,481410001013
El Paso,1698,651,323,481410001014
El Paso,855,314,189,481410001061
El Paso,1215,562,184,481410001062
El Paso,2787,1179,492,481410001063
El Paso,845,299,203,481410001064
El Paso,667,332,75,481410001071
El Paso,946,456,133,481410001072
El Paso,610,311,74,481410001073
El Paso,646,344,61,481410001074
El Paso,675,353,75,481410001075
El Paso,1040,599,96,481410001076
El Paso,1348,603,172,481410001081
El Paso,865,424,118,481410001082
El Paso,1384,765,104,481410001091
El Paso,1699,936,185,481410001092
El Paso,1064,458,166,481410001101
El Paso,998,502,131,481410001102
El Paso,1021,487,87,481410001103
El Paso,1258,412,234,481410001111
El Paso,631,236,92,481410001112
El Paso,711,271,131,481410001113
El Paso,1173,603,137,481410001121
El Paso,920,476,101,481410001122
El Paso,894,457,108,481410001123
El Paso,703,364,77,481410001124
El Paso,845,353,113,481410002041
El Paso,938,413,119,481410002042
El Paso,1068,487,171,481410002043
El Paso,913,405,159,481410002044
El Paso,733,334,106,481410002045
El Paso,1184,575,113,481410002051
El Paso,1140,580,135,481410002052
El Paso,709,297,44,481410002053
El Paso,1194,625,129,481410002061
El Paso,1239,663,105,481410002062
El Paso,1479,865,145,481410002063
El Paso,1164,629,104,481410002071
El Paso,2024,1072,204,481410002072
El Paso,1502,769,194,481410002081
El Paso,1429,798,159,481410002082
El Paso,491,290,35,481410003011
El Paso,750,441,36,481410003012
El Paso,894,545,67,481410003013
El Paso,1062,552,54,481410003014
El Paso,1018,555,53,481410003015
El Paso,826,493,54,481410003021
El Paso,679,372,34,481410003022
El Paso,716,450,52,481410003023
El Paso,591,365,47,481410003024
El Paso,598,365,52,481410003025
El Paso,608,395,36,481410003026
El Paso,1636,694,310,481410004011
El Paso,1805,605,448,481410004012
El Paso,2811,947,500,481410004013
El Paso,1075,507,155,481410004031
El Paso,1481,754,156,481410004032
El Paso,943,538,33,481410004041
El Paso,967,480,59,481410004042
El Paso,1076,653,49,481410006001
El Paso,463,292,35,481410006002
El Paso,1083,578,113,481410006003
El Paso,668,382,49,481410006004
El Paso,477,278,22,481410008001
El Paso,1026,612,50,481410008002
El Paso,837,479,40,481410008003
El Paso,649,327,70,481410008004
El Paso,797,471,55,481410008005
El Paso,1849,924,125,481410009001
El Paso,722,463,43,481410009002
El Paso,732,477,46,481410009003
El Paso,823,510,54,481410009004
El Paso,826,501,43,481410009005
El Paso,595,386,26,481410009006
El Paso,669,404,29,481410010011
El Paso,669,407,25,481410010012
El Paso,588,382,33,481410010013
El Paso,684,424,54,481410010014
El Paso,784,474,45,481410010021
El Paso,1339,840,72,481410010022
El Paso,857,534,47,481410010023
El Paso,1849,930,182,481410011041
El Paso,3081,1531,381,481410011042
El Paso,2302,1274,247,481410011043
El Paso,2286,1194,305,481410011071
El Paso,1845,797,277,481410011072
El Paso,2683,963,523,481410011073
El Paso,1603,687,313,481410011091
El Paso,1799,725,370,481410011092
El Paso,1858,787,332,481410011093
El Paso,1911,917,286,481410011101
El Paso,1178,543,223,481410011102
El Paso,1561,689,211,481410011103
El Paso,1360,596,196,481410011111
El Paso,2853,1358,314,481410011112
El Paso,1686,775,279,481410011121
El Paso,1210,549,218,481410011122
El Paso,1622,714,190,481410011123
El Paso,1559,730,164,481410011131
El Paso,791,361,122,481410011132
El Paso,1284,629,194,481410011133
El Paso,1328,678,107,481410011134
El Paso,1113,614,164,481410011135
El Paso,972,549,90,481410011141
El Paso,1792,784,178,481410011142
El Paso,750,471,58,481410011143
El Paso,653,329,35,481410011144
El Paso,1065,630,108,481410011151
El Paso,341,197,25,481410011152
El Paso,935,581,33,481410011153
El Paso,1676,1010,129,481410012011
El Paso,1710,1025,86,481410012012
El Paso,2028,1030,215,481410012021
El Paso,2149,1246,209,481410012022
El Paso,658,369,41,481410012031
El Paso,1422,536,335,481410013011
El Paso,1409,621,240,481410013012
El Paso,1139,424,304,481410013013
El Paso,904,316,237,481410013021
El Paso,981,344,267,481410013022
El Paso,911,419,146,481410013023
El Paso,3200,1300,730,481410013024
El Paso,1316,537,253,481410013025
El Paso,546,212,23,481410014001
El Paso,1187,642,64,481410014002
El Paso,806,361,145,481410015011
El Paso,1819,944,148,481410015012
El Paso,1208,705,122,481410015013
El Paso,1193,670,106,481410015014
El Paso,632,363,47,481410015021
El Paso,1002,545,82,481410015022
El Paso,1015,484,77,481410015023
El Paso,436,268,19,481410016001
El Paso,497,306,24,481410016002
El Paso,932,520,32,481410016003
El Paso,1125,638,57,481410016004
El Paso,519,319,26,481410016005
El Paso,474,225,22,481410017001
El Paso,349,179,17,481410017002
El Paso,349,208,9,481410018001
El Paso,439,224,10,481410018002
El Paso,468,267,11,481410019001
El Paso,612,368,21,481410019002
El Paso,599,329,8,481410019003
El Paso,422,258,10,481410020001
El Paso,468,304,12,481410020002
El Paso,650,387,18,481410020003
El Paso,969,452,55,481410021001
El Paso,649,319,18,481410021002
El Paso,297,175,12,481410021003
El Paso,1586,862,109,481410022011
El Paso,914,574,39,481410022012
El Paso,742,450,27,481410022021
El Paso,569,367,22,481410022022
El Paso,521,303,32,481410022023
El Paso,418,236,15,481410022024
El Paso,867,496,26,481410022025
El Paso,580,354,36,481410023001
El Paso,607,359,35,481410023002
El Paso,607,361,33,481410023003
El Paso,498,302,37,481410023004
El Paso,721,457,44,481410023005
El Paso,642,379,27,481410023006
El Paso,811,478,44,481410024001
El Paso,557,334,28,481410024002
El Paso,588,324,43,481410024003
El Paso,780,456,51,481410024004
El Paso,608,361,29,481410025001
El Paso,611,344,33,481410025002
El Paso,632,355,52,481410025003
El Paso,687,447,34,481410025004
El Paso,738,462,34,481410025005
El Paso,494,308,23,481410025006
El Paso,610,367,54,481410025007
El Paso,716,451,45,481410025008
El Paso,678,411,33,481410026001
El Paso,395,231,11,481410026002
El Paso,512,316,22,481410026003
El Paso,467,256,23,481410026004
El Paso,397,232,22,481410026005
El Paso,832,467,20,481410028001
El Paso,402,216,11,481410028002
El Paso,556,357,16,481410028003
El Paso,375,233,7,481410028004
El Paso,975,652,29,481410028005
El Paso,374,245,17,481410029001
El Paso,507,338,19,481410029002
El Paso,861,551,38,481410030001
El Paso,641,389,13,481410030002
El Paso,737,483,20,481410030003
El Paso,673,426,21,481410030004
El Paso,518,308,18,481410031001
El Paso,747,466,27,481410031002
El Paso,926,596,29,481410031003
El Paso,628,406,21,481410031004
El Paso,696,361,29,481410032001
El Paso,761,491,43,481410032002
El Paso,713,416,24,481410032003
El Paso,888,559,62,481410033001
El Paso,821,464,46,481410033002
El Paso,572,366,26,481410033003
El Paso,516,311,38,481410033004
El Paso,552,369,28,481410033005
El Paso,401,268,26,481410033006
El Paso,902,558,48,481410033007
El Paso,2315,1348,93,481410034021
El Paso,2225,1234,112,481410034022
El Paso,558,305,30,481410034031
El Paso,997,585,79,481410034032
El Paso,1074,608,105,481410034033
El Paso,1078,549,73,481410034034
El Paso,948,396,56,481410034035
El Paso,1356,725,155,481410034041
El Paso,1979,939,217,481410034042
El Paso,1109,572,138,481410034043
El Paso,768,408,80,481410034044
El Paso,1171,578,108,481410034045
El Paso,706,400,77,481410035011
El Paso,804,422,38,481410035012
El Paso,842,520,44,481410035013
El Paso,1330,795,70,481410035021
El Paso,668,439,36,481410035022
El Paso,999,605,30,481410035023
El Paso,1581,1050,60,481410036011
El Paso,731,463,28,481410036012
El Paso,791,511,36,481410036013
El Paso,1256,764,47,481410036021
El Paso,659,411,13,481410036022
El Paso,833,494,35,481410037011
El Paso,1138,747,35,481410037012
El Paso,789,510,44,481410037013
El Paso,694,482,26,481410037014
El Paso,1046,612,37,481410037021
El Paso,953,618,41,481410037022
El Paso,1408,887,60,481410037023
El Paso,963,573,38,481410038011
El Paso,1599,1016,76,481410038012
El Paso,2039,1416,92,481410038013
El Paso,832,557,39,481410038031
El Paso,802,538,53,481410038032
El Paso,974,643,55,481410038033
El Paso,896,540,35,481410038041
El Paso,618,400,37,481410038042
El Paso,1035,726,60,481410038043
El Paso,739,464,44,481410039011
El Paso,1043,663,38,481410039012
El Paso,988,620,32,481410039013
El Paso,819,515,18,481410039021
El Paso,1353,875,78,481410039022
El Paso,894,588,42,481410039031
El Paso,633,405,23,481410039032
El Paso,706,446,40,481410039033
El Paso,2008,1435,79,481410039034
El Paso,2527,1779,105,481410040021
El Paso,1458,972,92,481410040022
El Paso,794,540,34,481410040023
El Paso,1003,644,40,481410040024
El Paso,1619,1209,58,481410040031
El Paso,1403,988,55,481410040032
El Paso,1198,799,58,481410040033
El Paso,1276,831,38,481410040034
El Paso,1092,783,51,481410040041
El Paso,1102,748,72,481410040042
El Paso,1282,924,55,481410040043
El Paso,1013,696,39,481410040044
El Paso,2243,1501,133,481410041031
El Paso,712,364,28,481410041032
El Paso,941,644,50,481410041033
El Paso,612,371,42,481410041034
El Paso,974,630,64,481410041041
El Paso,922,624,35,481410041042
El Paso,725,458,39,481410041043
El Paso,940,567,67,481410041044
El Paso,1987,1343,93,481410041045
El Paso,1110,709,29,481410041051
El Paso,853,510,32,481410041052
El Paso,817,535,32,481410041053
El Paso,1097,702,60,481410041061
El Paso,698,453,42,481410041062
El Paso,1132,711,68,481410041063
El Paso,1299,852,59,481410041064
El Paso,1360,882,73,481410041071
El Paso,658,423,34,481410042011
El Paso,716,478,33,481410042012
El Paso,825,542,32,481410042013
El Paso,911,613,34,481410042014
El Paso,635,396,26,481410042015
El Paso,1269,813,56,481410042016
El Paso,917,572,53,481410042021
El Paso,1153,773,47,481410042022
El Paso,636,428,29,481410042023
El Paso,590,376,25,481410042024
El Paso,1251,742,54,481410042025
El Paso,2448,1211,313,481410043031
El Paso,1769,833,283,481410043032
El Paso,1394,772,141,481410043033
El Paso,851,389,154,481410043071
El Paso,1244,669,158,481410043072
El Paso,1906,841,373,481410043073
El Paso,1016,511,160,481410043074
El Paso,1543,869,146,481410043091
El Paso,1259,723,143,481410043092
El Paso,1236,671,161,481410043093
El Paso,654,340,84,481410043101
El Paso,1177,606,141,481410043102
El Paso,1119,637,98,481410043103
El Paso,1388,706,111,481410043104
El Paso,729,376,76,481410043111
El Paso,809,412,103,481410043112
El Paso,1440,795,153,481410043113
El Paso,1115,529,103,481410043114
El Paso,1165,490,229,481410043121
El Paso,1139,552,104,481410043122
El Paso,1330,655,190,481410043123
El Paso,679,338,49,481410043124
El Paso,826,353,129,481410043131
El Paso,1355,627,158,481410043132
El Paso,565,314,37,481410043133
El Paso,2094,1316,166,481410043141
El Paso,2067,1195,205,481410043142
El Paso,1475,878,82,481410043161
El Paso,1246,808,86,481410043162
El Paso,1565,971,106,481410043163
El Paso,1929,812,175,481410043171
El Paso,844,391,54,481410043172
El Paso,2185,1111,327,481410043181
El Paso,773,417,87,481410043182
El Paso,950,513,127,481410043183
El Paso,1156,684,136,481410043191
El Paso,1148,684,111,481410043192
El Paso,2208,1367,164,481410043193
El Paso,626,400,51,481410043201
El Paso,1858,1227,127,481410043202
El Paso,98,33,8,481410101011
El Paso,2518,582,608,481410101012
El Paso,750,91,60,481410101021
El Paso,616,145,52,481410101022
El Paso,2813,546,651,481410101031
El Paso,27,10,1,481410102031
El Paso,2061,1149,166,481410102032
El Paso,2873,1310,624,481410102071
El Paso,2869,1400,425,481410102072
El Paso,3077,1301,614,481410102101
El Paso,2456,934,455,481410102102
El Paso,1329,456,399,481410102111
El Paso,1547,517,397,481410102112
El Paso,3242,1509,432,481410102121
El Paso,2471,1088,562,481410102122
El Paso,4524,1997,955,481410102131
El Paso,2282,960,512,481410102132
El Paso,4180,1609,850,481410102141
El Paso,2486,878,548,481410102142
El Paso,2366,1290,270,481410102151
El Paso,3000,1424,652,481410102152
El Paso,1912,986,205,481410102153
El Paso,2350,1377,246,481410102161
El Paso,2898,1768,262,481410102162
El Paso,1296,614,198,481410102171
El Paso,3142,1567,444,481410102172
El Paso,1104,478,266,481410102181
El Paso,1620,895,274,481410102182
El Paso,4321,1973,881,481410102191
El Paso,1400,420,420,481410102192
El Paso,2101,1061,257,481410102193
El Paso,2108,1187,405,481410102201
El Paso,1397,848,90,481410102202
El Paso,624,385,38,481410102203
El Paso,2579,1482,279,481410102211
El Paso,600,329,57,481410102212
El Paso,740,452,75,481410102213
El Paso,832,465,59,481410102214
El Paso,692,313,144,481410102221
El Paso,771,421,101,481410102222
El Paso,936,524,58,481410103031
El Paso,692,353,105,481410103032
El Paso,1024,474,158,481410103033
El Paso,636,356,84,481410103071
El Paso,784,417,94,481410103072
El Paso,669,378,72,481410103073
El Paso,793,493,61,481410103074
El Paso,774,448,83,481410103075
El Paso,1311,697,83,481410103076
El Paso,1297,646,229,481410103111
El Paso,1170,650,134,481410103112
El Paso,1715,1091,139,481410103113
El Paso,912,496,95,481410103114
El Paso,881,467,115,481410103121
El Paso,980,552,122,481410103122
El Paso,797,458,93,481410103123
El Paso,813,436,85,481410103124
El Paso,919,497,96,481410103161
El Paso,970,592,70,481410103162
El Paso,1451,788,143,481410103163
